"url","Image","Image_alt","Image_link","Description 2","Description 2_link","Det News Date"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/27/1005703/140x70/pupr-fasilitas-publik-lombok-akan-berfungsi-kembali-desember-2018.jpg","PUPR: Fasilitas publik Lombok akan berfungsi kembali Desember 2018","https://www.merdeka.com/uang/pupr-fasilitas-publik-lombok-akan-berfungsi-kembali-desember-2018.html","PUPR: Fasilitas publik Lombok akan berfungsi kembali Desember 2018","https://www.merdeka.com/uang/pupr-fasilitas-publik-lombok-akan-berfungsi-kembali-desember-2018.html","Sekitar 4 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/25/1005362/140x70/menteri-basuki-pembangunan-infrastruktur-demi-pemerataan-dan-keadilan.jpg","Menteri Basuki: Pembangunan infrastruktur demi pemerataan dan keadilan","https://www.merdeka.com/uang/menteri-basuki-pembangunan-infrastruktur-demi-pemerataan-dan-keadilan.html","Menteri Basuki: Pembangunan infrastruktur demi pemerataan dan keadilan","https://www.merdeka.com/uang/menteri-basuki-pembangunan-infrastruktur-demi-pemerataan-dan-keadilan.html","Sekitar 4 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004906/140x70/ini-rahasia-menteri-basuki-dalam-penciptaan-bangunan-ikonik-di-tiap-daerah.jpeg","Ini rahasia Menteri Basuki dalam penciptaan bangunan ikonik di tiap daerah","https://www.merdeka.com/uang/ini-rahasia-menteri-basuki-dalam-penciptaan-bangunan-ikonik-di-tiap-daerah.html","Ini rahasia Menteri Basuki dalam penciptaan bangunan ikonik di tiap daerah","https://www.merdeka.com/uang/ini-rahasia-menteri-basuki-dalam-penciptaan-bangunan-ikonik-di-tiap-daerah.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004899/140x70/korban-gempa-lombok-dibebaskan-sementara-dari-pembayaran-cicilan-kpr.jpeg","Korban gempa Lombok dibebaskan sementara dari pembayaran cicilan KPR","https://www.merdeka.com/uang/korban-gempa-lombok-dibebaskan-sementara-dari-pembayaran-cicilan-kpr.html","Korban gempa Lombok dibebaskan sementara dari pembayaran cicilan KPR","https://www.merdeka.com/uang/korban-gempa-lombok-dibebaskan-sementara-dari-pembayaran-cicilan-kpr.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004885/140x70/beli-rumah-subsidi-masyarakat-berpenghasilan-rendah-dapat-asuransi-ini.jpg","Beli rumah subsidi, masyarakat berpenghasilan rendah dapat asuransi ini","https://www.merdeka.com/uang/beli-rumah-subsidi-masyarakat-berpenghasilan-rendah-dapat-asuransi-ini.html","Beli rumah subsidi, masyarakat berpenghasilan rendah dapat asuransi ini","https://www.merdeka.com/uang/beli-rumah-subsidi-masyarakat-berpenghasilan-rendah-dapat-asuransi-ini.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004855/140x70/menteri-basuki-ri-perlu-cara-rock-and-roll-kejar-ketertinggalan-infrastruktur.jpg","Menteri Basuki: RI perlu cara 'rock and roll' kejar ketertinggalan infrastruktur","https://www.merdeka.com/uang/menteri-basuki-ri-perlu-cara-rock-and-roll-kejar-ketertinggalan-infrastruktur.html","Menteri Basuki: RI perlu cara 'rock and roll' kejar ketertinggalan infrastruktur","https://www.merdeka.com/uang/menteri-basuki-ri-perlu-cara-rock-and-roll-kejar-ketertinggalan-infrastruktur.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004837/140x70/per-28-agustus-tarif-tol-akses-cikarang-dry-port-mulai-rp-4500.jpg","Per 28 Agustus, tarif tol akses Cikarang Dry Port mulai Rp 4.500","https://www.merdeka.com/uang/per-28-agustus-tarif-tol-akses-cikarang-dry-port-mulai-rp-4500.html","Per 28 Agustus, tarif tol akses Cikarang Dry Port mulai Rp 4.500","https://www.merdeka.com/uang/per-28-agustus-tarif-tol-akses-cikarang-dry-port-mulai-rp-4500.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004830/140x70/kementerian-pu-pr-bangun-582638-unit-rumah-murah-per-20-agustus.jpg","Kementerian PU-PR bangun 582.638 unit rumah murah per 20 Agustus","https://www.merdeka.com/uang/kementerian-pu-pr-bangun-582638-unit-rumah-murah-per-20-agustus.html","Kementerian PU-PR bangun 582.638 unit rumah murah per 20 Agustus","https://www.merdeka.com/uang/kementerian-pu-pr-bangun-582638-unit-rumah-murah-per-20-agustus.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004739/140x70/menteri-basuki-ajak-kadin-bangun-rumah-tahan-gempa-di-lombok.jpg","Menteri Basuki ajak Kadin bangun rumah tahan gempa di Lombok","https://www.merdeka.com/uang/menteri-basuki-ajak-kadin-bangun-rumah-tahan-gempa-di-lombok.html","Menteri Basuki ajak Kadin bangun rumah tahan gempa di Lombok","https://www.merdeka.com/uang/menteri-basuki-ajak-kadin-bangun-rumah-tahan-gempa-di-lombok.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004723/140x70/konektivitas-infrastruktur-turunkan-biaya-logistik-jadi-20-persen-di-2019.jpg","Konektivitas infrastruktur turunkan biaya logistik jadi 20 persen di 2019","https://www.merdeka.com/uang/konektivitas-infrastruktur-turunkan-biaya-logistik-jadi-20-persen-di-2019.html","Konektivitas infrastruktur turunkan biaya logistik jadi 20 persen di 2019","https://www.merdeka.com/uang/konektivitas-infrastruktur-turunkan-biaya-logistik-jadi-20-persen-di-2019.html","Sekitar 5 Bulan yang lalu"
"https://www.merdeka.com/tag/kementerian-pupr/index8/","https://cdns.klimg.com/merdeka.com/i/w/news/2018/08/23/1004699/140x70/ketimpangan-jumlah-penduduk-dan-sda-jadi-tantangan-pembangunan-infrastruktur-ri.jpg","Ketimpangan jumlah penduduk dan SDA jadi tantangan pembangunan infrastruktur RI","https://www.merdeka.com/uang/ketimpangan-jumlah-penduduk-dan-sda-jadi-tantangan-pembangunan-infrastruktur-ri.html","Ketimpangan jumlah penduduk dan SDA jadi tantangan pembangunan infrastruktur RI","https://www.merdeka.com/uang/ketimpangan-jumlah-penduduk-dan-sda-jadi-tantangan-pembangunan-infrastruktur-ri.html","Sekitar 5 Bulan yang lalu"
