,sentence,polarity,subjectivity,Sentiment_Type
245,PUPR Terjunkan Tim Fasilitator Bantu Korban Gempa Lombok Bangun Rumah,0.34,0.42000000000000004,Positive
246,Kredit Perbaikan Rumah bagi Pekerja Informal Diluncurkan Tahun Depan,0.34,0.42000000000000004,Positive
247,Jembatan Musi IV Ditargetkan Bisa Beroperasi November 2018,0.34,0.42000000000000004,Positive
248,Saat ini pengerjaan konstruksi Jembatan Musi IV sudah mencapai 90 persen.,0.34,0.42000000000000004,Positive
249,"Baru Dideklarasikan, Himperra Berkomitmen Bangun 120 Ribu Rumah Murah",0.34,0.42000000000000004,Positive
250,Himperra terdiri dari 1.600 pengembang yang memisahkan diri dari Apersi.,0.34,0.42000000000000004,Positive
251,Jumlah Rumah Murah yang RI Bangun Terbanyak Kedua se-Asia Pasific,0.34,0.42000000000000004,Positive
252,"Dalam pembangunan rumah murah se-Asia Pasific, Indonesia hanya kalah dengan China.",0.34,0.42000000000000004,Positive
253,PUPR: Beli Rumah Subsidi Lebih Aman di Pengembang yang Sudah Terdaftar,0.34,0.42000000000000004,Positive
254,PUPR Berencana Ubah Arsitektur Rumah Subsidi: yang Sekarang Monoton,0.34,0.42000000000000004,Positive
255,Kementerian PUPR berencana mengusulkan kepada pengembang untuk mengubah desain rumah murah.,0.34,0.42000000000000004,Positive
256,"Bangun Rumah Murah di Kota Besar, Pemerintah Akan Bentuk Bank Tanah",0.34,0.42000000000000004,Positive
257,Debitur KPR Bersubsidi di Lombok Diberi Kelonggaran Bayar Cicilan,0.34,0.42000000000000004,Positive
258,"Tahun Depan, Pemerintah Libatkan Swasta untuk Bangun Rumah Murah",0.34,0.42000000000000004,Positive
259,"1.852 Km Jalan Tol Akan Dibangun, Waktu Tempuh Logistik Lebih Cepat",0.34,0.42000000000000004,Positive
260,Air dari SPAM Umbulan Pasuruan Akan Didistribusikan ke 6 Daerah,0.34,0.42000000000000004,Positive
261,"Investasi pembangunan SPAM Umbulan mencapai Rp 2,05 triliun.",0.34,0.42000000000000004,Positive
262,Pengusaha Ancam Akan Impor Air Jika Isi RUU SDA Tak Diubah,0.34,0.42000000000000004,Positive
263,Bangun Rumah Korban Gempa Lombok Butuh Waktu Setahun,0.34,0.42000000000000004,Positive
264,Pemerintah Siapkan Rumah Knock Down Tipe 36 untuk Korban Gempa Lombok,0.34,0.42000000000000004,Positive
265,PUPR Akan Perbaiki 36 Ribu Rumah yang Rusak Akibat Gempa Lombok,0.34,0.42000000000000004,Positive
266,Menteri PUPR: 36 Ribu Bangunan Rusak Berat Akibat Gempa Lombok,0.34,0.42000000000000004,Positive
267,Kementerian PUPR terus berupaya memperbaiki bangunan yang rusak akibat gempa Lombok.,0.34,0.42000000000000004,Positive
268,Menteri PUPR dan Menkumham Lapor ke JK soal Perkembangan RUU SDA,0.34,0.42000000000000004,Positive
269,PUPR Akan Bangun Pasar Tradisional dan Renovasi Stadion Solo,0.34,0.42000000000000004,Positive
270,"Kecuali Bendungan, Tak Ada Proyek Infrastruktur Baru di 2019",0.34,0.42000000000000004,Positive
271,"Jembatan Penyeberangan Rusak, Warga Lengayang Sumbar Gunakan Rakit",0.34,0.42000000000000004,Positive
272,PUPR Pastikan Proyek Strategis Nasional Tak Terganggu di Tahun Politik,0.34,0.42000000000000004,Positive
273,Pengerjaan Proyek Strategis Nasional dipastikan tak akan terganggu di tahun politik.,0.34,0.42000000000000004,Positive
274,"Tak Pakai Material Impor, Proyek Infrastruktur Pemerintah Jalan Terus",0.34,0.42000000000000004,Positive
275,Porsi Pembiayaan Rumah Murah oleh Perbankan Akan Diperbesar,0.34,0.42000000000000004,Positive
276,Perbankan tengah mendata para pekerja informal yang akan mendapat fasilitas KPR.,0.34,0.42000000000000004,Positive
277,"Usai Asian Games, Wisma Atlet Kemayoran Kemungkinan Bisa Disewa",0.34,0.42000000000000004,Positive
278,PUPR Akan Bangun Rumah Tahan Gempa untuk Korban Bencana di Lombok,0.34,0.42000000000000004,Positive
279,Kementerian PUPR Bangun 204 Unit Rumah Khusus Bagi Nelayan di NTB,0.34,0.42000000000000004,Positive
280,Pembangunan rumah khusus ini sudah selesai sejak 2017 lalu.,0.34,0.42000000000000004,Positive
281,"Situs PUPR Banjarmasin Diretas, Hacker Tulis Pesan soal 'Dosa'",0.34,0.42000000000000004,Positive
282,Kementerian PUPR: Bendungan dan Jalan Nasional Aman dari Gempa Lombok,0.34,0.42000000000000004,Positive
283,Pemerintah Pusat Tawarkan Bantuan untuk Hilangkan Bau di Kali Item,0.34,0.42000000000000004,Positive
284,Warga Binaan Lapas Nusakambangan Dilatih Jadi Tukang Bangunan,0.34,0.42000000000000004,Positive
285,Pelatihan tukang bangunan ini merupakan kerja sama Kemenkumham dan Kementerian PUPR.,0.34,0.42000000000000004,Positive
286,"Hingga 26 Juli 2018, Realisasi Program Sejuta Rumah Sudah 48 Persen",0.34,0.42000000000000004,Positive
287,"Di tahun 2017, realisasi program sejuta rumah hanya mencapai 904.758 unit.",0.34,0.42000000000000004,Positive
288,"Kejar Target 3 Juta Wisatawan, PUPR Perbaiki Akses Jalan Menuju Bromo",0.34,0.42000000000000004,Positive
289,Menteri PUPR Targetkan Infrastruktur Asian Games Diresmikan 1 Agustus,0.34,0.42000000000000004,Positive
290,Menteri PUPR Pastikan RUU SDA Tidak Memberatkan Pengusaha,0.34,0.42000000000000004,Positive
291,Konsumsi Baja di RI Lebih Rendah dari Malaysia dan Vietnam,0.34,0.42000000000000004,Positive
292,Konsumsi baja di Indonesia setiap tahun hanya 65 kg per kapita.,0.34,0.42000000000000004,Positive
293,"Program PUPR Rumah Bantuan Nelayan Senilai Rp4,9 M Dihentikan Warga",0.34,0.42000000000000004,Positive
294,PUPR Targetkan KPR untuk Tukang Bakso hingga PKL Dimulai Bulan Depan,0.34,0.42000000000000004,Positive
295,Pemerintah Ingin Pembangunan Jalan Trans Papua 246 Km Dibiayai Swasta,0.34,0.42000000000000004,Positive
296,"Sesuai Perintah Jokowi, Kementerian PUPR Segera Renovasi Rumah Zohri",0.34,0.42000000000000004,Positive
297,Pembangunan Tol Yogyakarta - Solo Baru Bisa Direalisasikan Tahun Depan,0.34,0.42000000000000004,Positive
298,Jalan Rusak Akibat LRT Palembang Segera Diperbaiki Sebelum Asian Games,0.34,0.42000000000000004,Positive
299,Jokowi Akan Resmikan 5 Venue Asian Games di Jakabaring Sport City,0.34,0.42000000000000004,Positive
300,"Per Juli 2018, Realisasi Penyaluran KPR Bersubsidi Baru 25%",0.34,0.42000000000000004,Positive
301,RI Terpilih Jadi Tuan Rumah Pekan Air Internasional Asia di 2020,0.34,0.42000000000000004,Positive
302,Pemerintah Talangi Dana Pembebasan Lahan Non Proyek Strategis Nasional,0.34,0.42000000000000004,Positive
303,"Tol Kartasura-Sragen Sepanjang 35,2 Km Akan Diresmikan Pekan Ini",0.34,0.42000000000000004,Positive
304,"Ruas Tol Kartasura-Sragen (35,2 km) merupakan bagian dari Tol Solo-Ngawi.",0.34,0.42000000000000004,Positive
305,PUPR Tawarkan Tol Semarang-Demak hingga Gedebage-Cilacap ke Swasta,0.34,0.42000000000000004,Positive
306,"Selama ini, proyek pembangunan jalan tol didominasi oleh BUMN.",0.34,0.42000000000000004,Positive
307,Rencana Pembangunan Tol Kertosono-Kediri Masuki Tahap Administrasi,0.34,0.42000000000000004,Positive
308,"BUMN dan Swasta Minati Proyek Jalintim Senilai Rp 2,2 Triliun",0.34,0.42000000000000004,Positive
309,"Semester I 2018, PUPR Habiskan Rp 30,8 T untuk Belanja Infrastruktur",0.34,0.42000000000000004,Positive
310,Ribuan Mahasiswa Dikerahkan untuk Promosikan Pembangunan Infrastruktur,0.34,0.42000000000000004,Positive
311,"Bangun Flyover di Perlintasan Sebidang, PUPR Siapkan Rp 10 Triliun",0.34,0.42000000000000004,Positive
312,"BI Bebaskan DP KPR, Target Program Sejuta Rumah Bisa Tercapai",0.34,0.42000000000000004,Positive
313,"Di tahun 2017, realisasi program sejuta rumah mencapai 904.758 unit.",0.34,0.42000000000000004,Positive
314,"Jokowi Tinjau Irigasi Sawah di Wajo, Sulawesi Selatan",0.34,0.42000000000000004,Positive
315,Jokowi berharap dengan irigasi yang baik dapat meningkatkan produksi pertanian.,0.34,0.42000000000000004,Positive
316,KPK Tetapkan Tersangka ke-12 Kasus Korupsi Proyek Kementerian PUPR,0.34,0.42000000000000004,Positive
317,Perbaikan Pedestrian Sudirman Jelang Perhelatan Asian Games,0.34,0.42000000000000004,Positive
318,"Segera Dioperasikan, Tol Pemalang-Pekalongan Akan Diuji Laik Fungsi",0.34,0.42000000000000004,Positive
319,Proyek 4 Ruas Tol Milik Jasa Marga Ditargetkan Rampung Tahun Ini,0.34,0.42000000000000004,Positive
320,"Dirjen PUPR Dijambret, Anies Akan Perhatikan Keamanan di Tempat Ramai",0.34,0.42000000000000004,Positive
321,"Ponsel Dijambret Saat Bersepeda di Kota Tua, Dirjen PUPR Patah Tulang",0.34,0.42000000000000004,Positive
322,Dirjen Bina Konstruksi PUPR Dijambret Saat Bersepeda di Kota Tua,0.34,0.42000000000000004,Positive
323,Pembangunan Tol Yogyakarta-Bawen Sepanjang 71 Km Dimulai Tahun Depan,0.34,0.42000000000000004,Positive
324,Menteri PUPR: Integrasi Tarif Tol JORR Akan Diberlakukan Secepatnya,0.34,0.42000000000000004,Positive
325,Kementerian PUPR menargetkan integrasi tarif tol bisa diberlakukan dalam sepekan ini.,0.34,0.42000000000000004,Positive
326,PUPR: Penyeragaman Tarif Tol JORR Bukan Kenaikan Terselubung,0.34,0.42000000000000004,Positive
327,"Gelar Halalbihalal, Menteri PUPR Hibur Pegawainya dengan Lagu Dangdut",0.34,0.42000000000000004,Positive
328,PUPR: Sertifikasi Pekerja Konstruksi Harus Jadi Syarat Kontrak Proyek,0.34,0.42000000000000004,Positive
329,PUPR Telah Lakukan Penyederhanaan Golongan Kendaraan di 3 Ruas Tol,0.34,0.42000000000000004,Positive
330,Golongan tol disederhanakan dari sebelumnya lima menjadi hanya tiga golongan kendaraan.,0.34,0.42000000000000004,Positive
331,"Ditunda di Tol JORR, Penyederhanaan Golongan Tarif Berlaku di Tol Lain",0.34,0.42000000000000004,Positive
332,"Banyak Diprotes, Penyeragaman Tarif Tol JORR Tak Jadi Dimulai Besok",0.34,0.42000000000000004,Positive
333,Kementerian PUPR Tambah 5 Rest Area di Tol Pejagan-Batang,0.34,0.42000000000000004,Positive
334,Pemerintah Berencana Hilangkan Gerbang Tol Cikarang Utama,0.34,0.42000000000000004,Positive
335,"Setelah Semarang dan Jakarta, Tol Surabaya Dikaji Berlakukan Integrasi",0.34,0.42000000000000004,Positive
336,Penyaluran KPR Bersubsidi per 7 Juni 2018 Baru 19%,0.34,0.42000000000000004,Positive
337,Puncak Arus Mudik Lebaran Jilid II Diprediksi 12 dan 13 Juni,0.34,0.42000000000000004,Positive
338,"Untuk menghindari kemacetan, pemudik juga disarankan menggunakan Jalan Nasional Pantura.",0.34,0.42000000000000004,Positive
339,PUPR Jamin Kemiringan Jalan di Jembatan Kali Kenteng Aman,0.34,0.42000000000000004,Positive
340,Jembatan Kali Kenteng berada di ruas jalan fungsional Salatiga-Kartasura.,0.34,0.42000000000000004,Positive
341,5 Hal yang Perlu Diketahui Pemudik Sebelum Melintasi Tol Bocimi,0.34,0.42000000000000004,Positive
342,Melihat Tol Bocimi Seksi I yang Siap Dilintasi,0.34,0.42000000000000004,Positive
343,Menteri PUPR: Kecepatan Maksimal Mobil Lewat Tol Fungsional 60 Km/Jam,0.34,0.42000000000000004,Positive
344,Bantuan PSU untuk Rumah Murah Kini Bisa Diajukan Secara Online,0.34,0.42000000000000004,Positive
345,Bantuan PSU untuk rumah murah dapat diajukan melalui situs bantuanpsu.pu.go.id.,0.34,0.42000000000000004,Positive
346,Jelajah Proyek Jalan Rp 5 Triliun,0.34,0.42000000000000004,Positive
347,PUPR Tawarkan Bangun Akses Wisata Pulau Seram ke Pemprov Maluku,0.34,0.42000000000000004,Positive
348,Tarif Tol Becakayu Diskon 28% saat Mudik Lebaran 2018,0.34,0.42000000000000004,Positive
349,Diskon tarif tol Becakayu tersebut berlaku mulai 8-23 Juni 2018.,0.34,0.42000000000000004,Positive
350,Strategi Menteri PUPR agar Mudik Lebaran 2018 Lancar dan Bebas Macet,0.34,0.42000000000000004,Positive
351,"Gerbang Tol Fungsional Macet, Masyarakat Diimbau Pakai Jalan Arteri",0.34,0.42000000000000004,Positive
352,"Ada 150 Alat Pembayaran E-Toll Berjalan saat Mudik, Ini Lokasinya",0.34,0.42000000000000004,Positive
353,PUPR Akan Bangun Akses Jalan ke Terminal Baru Bandara Ahmad Yani,0.34,0.42000000000000004,Positive
354,PUPR Siagakan 26 Mobile Toilet saat Arus Mudik Lebaran 2018,0.34,0.42000000000000004,Positive
355,26 mobile toilet tersebut disediakan di 10 ruas tol Trans Jawa.,0.34,0.42000000000000004,Positive
356,Bank BPD Jadi Penyalur Terbanyak KPR FLPP,0.34,0.42000000000000004,Positive
357,"Penyaluran KPR FLPP Baru 16%, Apa Penyebabnya?",0.34,0.42000000000000004,Positive
358,Realisasi Penyaluran KPR Subsidi FLPP 2018 Baru 16%,0.34,0.42000000000000004,Positive
359,Bupati Halmahera Timur Segera Disidang,0.34,0.42000000000000004,Positive
360,"Mudik Lewat Jalur Pantai Selatan, Masyarakat Bisa Sekalian Berwisata",0.34,0.42000000000000004,Positive
361,Di sepanjang jalur Pansela memang terdapat banyak obyek wisata.,0.34,0.42000000000000004,Positive
362,PUPR Imbau Pemudik Manfaatkan Jalur Pantai Selatan Jawa,0.34,0.42000000000000004,Positive
363,PUPR Bangun Rest Area Multi Fungsi di Bali dan Trenggalek,0.34,0.42000000000000004,Positive
364,Pengerjaan Jalan Tol Layang Jakarta-Cikampek Dihentikan H-10 Lebaran,0.34,0.42000000000000004,Positive
365,Seluruh pekerjaan konstruksi jalan akan dihentikan pada H-10 hingga H+10 Lebaran.,0.34,0.42000000000000004,Positive
366,"5 Ruas Tol Trans Sumatera Siap Dipakai Mudik, Berapa Tarifnya?",0.34,0.42000000000000004,Positive
367,Beberapa ruas tol tidak dikenakan tarif karena masih bersifat fungsional.,0.34,0.42000000000000004,Positive
368,Sampah Plastik di 6 Kawasan Wisata Ini Akan Dijadikan Campuran Aspal,0.34,0.42000000000000004,Positive
369,Kementerian PUPR Bantu Pembangunan 1.177 RTLH di Pesisir Selatan,0.34,0.42000000000000004,Positive
370,Tarif Tol yang Sepi Akan Didiskon Besar Saat Arus Mudik,0.34,0.42000000000000004,Positive
371,"Hingga 8 Mei 2018, Realisasi Penyaluran Rumah Murah Baru 5.724 Unit",0.34,0.42000000000000004,Positive
372,PUPR Bikin Program Sertifikasi Tenaga Ahli Muda untuk Mahasiswa,0.34,0.42000000000000004,Positive
373,Rata-rata mahasiswa jurusan teknik tak memiliki keahlian khusus ketika lulus.,0.34,0.42000000000000004,Positive
374,Kementerian PUPR Minta Bank Tambah KPR FLPP untuk Rumah Murah,0.34,0.42000000000000004,Positive
375,Kementerian PUPR meminta perbankan menambah KPR FLPP untuk rumah murah.,0.34,0.42000000000000004,Positive
376,"Merak-Malang Terhubung Tol saat Lebaran Nanti, Berapa Tarifnya?",0.34,0.42000000000000004,Positive
377,PUPR Minta Pemda Bangun Rumah untuk PNS Berpenghasilan Rendah,0.34,0.42000000000000004,Positive
378,Banyak PNS golongan rendah di daerah yang belum memiliki rumah.,0.34,0.42000000000000004,Positive
379,3 Ruas Tol di Sumatera Siap Beroperasi Fungsional saat Mudik Lebaran,0.34,0.42000000000000004,Positive
380,6 Ruas Tol Ini Akan Beroperasi Fungsional Saat Mudik Lebaran,0.34,0.42000000000000004,Positive
381,"Kurangi Kemacetan, Pembangunan Tol Dihentikan H-10 Lebaran",0.34,0.42000000000000004,Positive
382,Kepadatan Tol Saat Arus Mudik Lebaran 2018 Diprediksi Naik 73%,0.34,0.42000000000000004,Positive
383,"Satgas Terbentuk, PUPR Siap Tindak Pengembang Rumah Murah Nakal",0.34,0.42000000000000004,Positive
384,"Tak Pernah Tercapai, Program 1 Juta Rumah Ditargetkan Berhasil di 2018",0.34,0.42000000000000004,Positive
385,Remunerasi Pekerja Konstruksi Tak Semenarik Sektor Pertambangan,0.34,0.42000000000000004,Positive
386,"Akibatnya, pekerja konstruksi malas mengikuti sertifikasi.",0.34,0.42000000000000004,Positive
387,Rasa Syukur Warga Pulau Masela ke Jokowi Setelah Dibuatkan Jalan,0.34,0.42000000000000004,Positive
388,Melihat Mulusnya Jalan Penghubung Pelabuhan di Pulau Kisar,0.34,0.42000000000000004,Positive
389,"Dari 8,1 Juta TKI Bidang Konstruksi, Baru 700 Ribu yang Tersertifikasi",0.34,0.42000000000000004,Positive
390,939 Ribu Rumah MBR Tersambung Akses Air Bersih dalam 3 Tahun,0.34,0.42000000000000004,Positive
391,64 Ribu Rumah di Perdesaan akan Tersambung Jaringan Air Bersih,0.34,0.42000000000000004,Positive
392,"Kejar 100% Air Minum Aman, Kementerian PUPR Siapkan Rp 2 Triliun",0.34,0.42000000000000004,Positive
393,"Hingga akhir tahun 2017, akses aman air minum baru mencapai 72,04%.",0.34,0.42000000000000004,Positive
394,"Aturan Baru Tarif Tol Sudah Diteken, Ngawi-Wilangan Mulai Rp 1.000",0.34,0.42000000000000004,Positive
395,Aturan baru terkait skema penentuan tarif tol telah terbit.,0.34,0.42000000000000004,Positive
396,PUPR Pekerjakan 70 TKA China untuk Bangun Terowongan di Tol Cisumdawu,0.34,0.42000000000000004,Positive
397,"Terowongan Cisumdawu Tak Punya Jalur Evakuasi, Bagaimana Keamanannya?",0.34,0.42000000000000004,Positive
398,Terowongan kembar di tol Cisumdawu memiliki panjang 472 meter.,0.34,0.42000000000000004,Positive
399,Pembangunan Terowongan Kembar di Tol Cisumdawu Molor dari Target,0.34,0.42000000000000004,Positive
400,Pengusaha Properti Siap Bangun Hunian di 9 Kota Mandiri Baru,0.34,0.42000000000000004,Positive
401,REI (Real Estate Indonesia) siap mendukung pembangunan 9 kota mandiri baru.,0.34,0.42000000000000004,Positive
402,"Bank Dunia Beri Utang Rp 4,17 Triliun untuk Pengembangan Pariwisata RI",0.34,0.42000000000000004,Positive
403,"Pakai Skema Ini, Pengembang Tak Lagi Kesulitan Bangun Rumah Murah",0.34,0.42000000000000004,Positive
404,"Realisasi Program Sejuta Rumah di 2018 Baru 27,5% dari Target",0.34,0.42000000000000004,Positive
405,Program ini dicanangkan untuk mengatasi kekurangan kebutuhan (backlog) perumahan di Indonesia.,0.34,0.42000000000000004,Positive
406,PUPR Kirimkan Rangka Pengganti Jembatan Tuban yang Ambruk,0.34,0.42000000000000004,Positive
407,Wijaya Karya Terancam Sanksi atas Insiden Tol Manado-Bitung,0.34,0.42000000000000004,Positive
408,PUPR Minta Kemenhub Tindak Tegas Truk yang Bawa Muatan Berlebih,0.34,0.42000000000000004,Positive
409,Ruas Tol Manado-Bitung yang Runtuh Milik Pemerintah,0.34,0.42000000000000004,Positive
410,Perbaikan Jembatan Ambruk di Tuban Ditargetkan Selesai Sebelum Lebaran,0.34,0.42000000000000004,Positive
411,Proyek Jalan Tol Manado-Bitung Runtuh di Km 13,0.34,0.42000000000000004,Positive
412,Peristiwa tersebut terjadi pada sore tadi.,0.34,0.42000000000000004,Positive
413,Jembatan di Tuban Ambruk Diduga karena Kelebihan Beban,0.34,0.42000000000000004,Positive
414,"Bangun Desa Tertinggal, 6 KPPN Dikembangkan Tahun Ini",0.34,0.42000000000000004,Positive
415,14 Lembaga Negara Gotong Royong Bangun Kawasan Ekonomi Perbatasan,0.34,0.42000000000000004,Positive
416,"PUPR: Tanggul Pantai Utara Jakarta Sepanjang 4,5 Km Rampung Juli 2018",0.34,0.42000000000000004,Positive
417,"Pekerja Tak Bersertifikat, Izin Perusahaan Konstruksi Akan Dicabut",0.34,0.42000000000000004,Positive
418,"Pastikan Penyaluran Tepat Sasaran, PUPR Sisir 43 Ribu Rumah Subsidi",0.34,0.42000000000000004,Positive
419,PUPR Ungkap 4 Alasan Perlunya Membangun Infrastruktur,0.34,0.42000000000000004,Positive
420,Implementasi Penurunan Tarif Tol Tunggu Kajian BPJT,0.34,0.42000000000000004,Positive
421,PUPR Targetkan 3 Juta Pekerja Konstruksi Tersertifikasi di 2019,0.34,0.42000000000000004,Positive
422,"Rumah Subsidi Harus Berkualitas, PUPR Minta Bank Awasi Pembangunan",0.34,0.42000000000000004,Positive
423,"Ada Usulan Investasi Properti Dijamin oleh Pemerintah, Setuju?",0.34,0.42000000000000004,Positive
424,REI Soal Rencana PUPR Naikkan Standar Hunian: Masyarakat Bisa Nyicil?,0.34,0.42000000000000004,Positive
425,Kementerian PUPR Kebut Pengerjaan Jalan Lintas Pantai Selatan Jawa,0.34,0.42000000000000004,Positive
426,BPJT Klaim Pengelola Tol Tak Menolak Kebijakan Penurunan Tarif,0.34,0.42000000000000004,Positive
427,PUPR: Penurunan Tarif Hanya Berlaku untuk Tol yang Dibangun 2011-2018,0.34,0.42000000000000004,Positive
428,Keluhan Sopir Truk yang Akhirnya Dijawab Jokowi: Tarif Tol Turun,0.34,0.42000000000000004,Positive
429,"April 2018, Pemerintah Turunkan Tarif 39 Ruas Tol",0.34,0.42000000000000004,Positive
430,"Cegah Alih Fungsi, PUPR Targetkan 500 SDEW Tersertifikasi di 2018",0.34,0.42000000000000004,Positive
431,"Kementerian PUPR Telah Lelang 6.019 Paket Proyek Senilai Rp 40,5 T",0.34,0.42000000000000004,Positive
432,"Pengelola Tol Setujui Penurunan Tarif, Asal Pemerintah Penuhi 2 Syarat",0.34,0.42000000000000004,Positive
433,"Perbaiki Sektor Perumahan Rakyat, PUPR Godok Permen soal Pengembang",0.34,0.42000000000000004,Positive
434,Penurunan Tarif Tol bagi Truk Logistik Diklaim Ampuh Menekan Inflasi,0.34,0.42000000000000004,Positive
435,Skema Penurunan Tarif Tol Usulan Jokowi Belum Final,0.34,0.42000000000000004,Positive
436,Kementerian PUPR Siapkan Rp 34 T untuk Atasi Krisis Air Bersih,0.34,0.42000000000000004,Positive
437,Kementerian PUPR: Limbah Busa BKT dari Laundry Hingga Pabrik Tempe,0.34,0.42000000000000004,Positive
438,"Ikuti Permintaan Jokowi, Jasa Marga Turunkan Tarif Tol Ngawi-Kertosono",0.34,0.42000000000000004,Positive
439,Tarif tol Ngawi-Kertosono direncanakan turun Rp 200 per km.,0.34,0.42000000000000004,Positive
440,Golongan Tarif Tol Akan Disederhanakan dari 5 Menjadi 3,0.34,0.42000000000000004,Positive
441,Saat Menteri PUPR Hibur Pegawainya dengan Lagu Sayang dan Jaran Goyang,0.34,0.42000000000000004,Positive
442,PUPR Tunjuk Bank Asal Korea Ini Biayai 500 Rumah Murah,0.34,0.42000000000000004,Positive
443,"Bapertarum PNS Dibubarkan, BP Tapera Ditargetkan Beroperasi di 2019",0.34,0.42000000000000004,Positive
444,"Baru Akan Dioperasikan, Tol Jasa Marga Hadapi Penurunan Tarif",0.34,0.42000000000000004,Positive
445,"Tekan Tarif Tol, Pemerintah Berencana Perpanjang Masa Konsesi BUJT",0.34,0.42000000000000004,Positive
446,Cara Kementerian PUPR Agar Rumah Murah Berkualitas Baik,0.34,0.42000000000000004,Positive
447,Kementerian PUPR Akan Percepat Pembangunan 11 Kota Mandiri Baru,0.34,0.42000000000000004,Positive
448,Yang sudah kelihatan pembangunannya yaitu Kota Baru Maja di Banten.,0.34,0.42000000000000004,Positive
449,PUPR Siap Bentuk Satgas Pengawasan Pembangunan Perumahan Tahun Ini,0.34,0.42000000000000004,Positive
450,BPK Siap Audit Proyek Infrastruktur yang Alami Kecelakaan Konstruksi,0.34,0.42000000000000004,Positive
451,BPK siap saja melakukan audit jika pemerintah meminta.,0.34,0.42000000000000004,Positive
452,"Siapkan Tenaga Konstruksi Bersertifikat, Pemerintah Jemput Bola ke SMK",0.34,0.42000000000000004,Positive
453,215 KK Masih Belum Serahkan Lahannya untuk Proyek Sodetan Ciliwung,0.34,0.42000000000000004,Positive
454,"Saat ini, pembebasan lahan masih terhambat.",0.34,0.42000000000000004,Positive
455,Kementerian PUPR Mulai Garap 3 Proyek Bendungan yang Sempat Tertunda,0.34,0.42000000000000004,Positive
456,3 proyek bendungan ini sebelumnya tidak dilirik investor.,0.34,0.42000000000000004,Positive
457,"Buntut Kecelakaan, Kementerian PUPR Minta Direksi Waskita Dirombak",0.34,0.42000000000000004,Positive
458,Kementerian PUPR berpendapat perlu ada direktur bagian pengawasan konstruksi.,0.34,0.42000000000000004,Positive
459,SMKN 5 Banjarmasin Percontohan Link and Match Bidang Kontruksi,0.34,0.42000000000000004,Positive
460,Sandi Bertemu Menteri PUPR Bahas Masalah Air hingga Perumahan,0.34,0.42000000000000004,Positive
461,Mereka membicarakan percepatan pembangunan di Jakarta hingga masalah penurunan permukaan tanah.,0.34,0.42000000000000004,Positive
462,RI Tawarkan Proyek Irigasi untuk Didanai Bank Infrastruktur Asia,0.34,0.42000000000000004,Positive
463,Menteri PUPR: Tak Ada Korupsi di Ambruknya Penyangga Tol Becakayu,0.34,0.42000000000000004,Positive
464,Basuki Hadimuljono menegaskan kecelakaan terjadi akibat minimnya pengawasan kerja di lapangan.,0.34,0.42000000000000004,Positive
465,PUPR Dorong Pembangunan 8 Proyek Infrastruktur Dibiayai Swasta,0.34,0.42000000000000004,Positive
466,KNKT Dilibatkan Selidiki Kecelakaan Kerja Infrastruktur Transportasi,0.34,0.42000000000000004,Positive
467,Mudik Jakarta-Surabaya Tahun Ini Bisa Non Stop Lewat Tol,0.34,0.42000000000000004,Positive
468,Menteri Permukiman Era Megawati Tutup Usia,0.34,0.42000000000000004,Positive
469,"Menteri Permukiman dan Prasarana Wilayah periode 2001-2004, Soenarno, tutup usia.",0.34,0.42000000000000004,Positive
470,Jokowi Perintahkan Menteri PUPR Bangun Rumah untuk Eks Anggota OPM,0.34,0.42000000000000004,Positive
471,Melihat Flyover Laluan Madani Batam di Kala Malam,0.34,0.42000000000000004,Positive
472,Ada unsur artistik budaya lokal dalam desain Flyover Laluan Madani.,0.34,0.42000000000000004,Positive
473,Flyover Madani Diklaim Bisa Atasi Kemacetan di Kota Batam,0.34,0.42000000000000004,Positive
474,Kontraktor Wajib Awasi Sub Kontraktor Saat Bangun Infrastruktur,0.34,0.42000000000000004,Positive
475,"Bangun 5 Rusun Mahasiswa, PUPR Siapkan Rp 186,98 M",0.34,0.42000000000000004,Positive
476,PUPR Akan Awasi Langsung Proyek Tol Jakarta-Cikampek II Elevated,0.34,0.42000000000000004,Positive
477,Menteri PUPR Masih Hentikan Proyek Tol Becakayu,0.34,0.42000000000000004,Positive
478,"Tekan Jumlah Kecelakaan Kerja, PUPR Latih Pengawas Proyek Konstruksi",0.34,0.42000000000000004,Positive
479,Saat Jaksa Agung Ajak Menteri PUPR Duet Bawakan Sejumlah Lagu,0.34,0.42000000000000004,Positive
480,"Tekan Korupsi, Peran Kejagung Dilibatkan di Proyek Infrastruktur RI",0.34,0.42000000000000004,Positive
481,Kementerian PUPR Tawarkan Skema KPBU untuk Pemeliharaan Jalan Nasional,0.34,0.42000000000000004,Positive
482,"Lolos Evaluasi PUPR, Proyek LRT Jakarta dan Jabodebek Kembali Jalan",0.34,0.42000000000000004,Positive
483,"Lolos Evaluasi, Proyek Layang Tol Becakayu Dilanjutkan Kembali",0.34,0.42000000000000004,Positive
484,Jalan Trans Papua Barat Sepanjang 1.070 Km Tersambung,0.34,0.42000000000000004,Positive
485,"34 Proyek Infrastruktur Layang Boleh Dilanjutkan, Berikut Daftarnya",0.34,0.42000000000000004,Positive
486,"Sebelumnya pada Selasa (20/2), 37 proyek infrastruktur layang dihentikan untuk dievaluasi.",0.34,0.42000000000000004,Positive
