,sentence,polarity,subjectivity,Sentiment_Type
487,Pemerintah Anggarkan Rp 22 Triliun untuk Perbaiki Jaringan Irigasi,0.34,0.42000000000000004,Positive
488,45% seluruh irigasi di Indonesia perlu direhabilitasi.,0.34,0.42000000000000004,Positive
489,Menengok Fasilitas Serba Lengkap di Wisma Atlet Kemayoran,0.34,0.42000000000000004,Positive
490,Apa saja fasilitas yang dibangun Kementerian PUPR di Wisma Atlet Kemayoran?,0.34,0.42000000000000004,Positive
491,Wisma Atlet Kemayoran Diprioritaskan untuk Warga Permukiman Kumuh,0.34,0.42000000000000004,Positive
492,Kementerian PUPR Akan Wajibkan Infrastruktur RI Tahan Gempa,0.34,0.42000000000000004,Positive
493,Moratorium Proyek Infrastruktur Bisa Berdampak Buruk pada Investasi,0.34,0.42000000000000004,Positive
494,Proses pembangunan diberhentikan sementara bisa berpengaruh terhadap investasi yang sudah berlangsung.,0.34,0.42000000000000004,Positive
495,'Pemerintah Seperti Kejar Tayang dalam Pembangunan Infrastruktur',0.34,0.42000000000000004,Positive
496,Tim Ahli PUPR: Insiden di Becakayu Akibat Kegagalan Kerja,0.34,0.42000000000000004,Positive
497,Diduga PT Waskita Karya tidak memberlakukan shift bagi pekerja.,0.34,0.42000000000000004,Positive
498,Proyek Tol Soekarno Hatta-Gedebage Bandung Jadi Prioritas di 2019,0.34,0.42000000000000004,Positive
499,Kontribusi Utang Syariah Negara Bangun Infrastruktur Terus Naik,0.34,0.42000000000000004,Positive
500,Direksi Waskita Karya yang Pasrah Siap Dievaluasi dan Didepak,0.34,0.42000000000000004,Positive
501,Kementerian PUPR: Pengerjaan 36 Proyek Melayang Dihentikan Sementara,0.34,0.42000000000000004,Positive
502,Di mana saja 36 proyek infrastruktur melayang yang dihentikan sementara?,0.34,0.42000000000000004,Positive
503,Kementerian PUPR Bedah 4.100 Rumah di 9 Kawasan Wisata,0.34,0.42000000000000004,Positive
504,"Di tahun sebelumnya, program bedah rumah dilakukan di 5 kawasan wisata.",0.34,0.42000000000000004,Positive
505,Kementerian PUPR Perketat Pengawasan Pembangunan Infrastruktur,0.34,0.42000000000000004,Positive
506,Komite Keselamatan Konstruksi akan melakukan pengawasan ketat terhadap proyek-proyek infrastruktur.,0.34,0.42000000000000004,Positive
507,Kontraktor Boleh Bangun Konstruksi Melayang Asal Penuhi Syarat Ini,0.34,0.42000000000000004,Positive
508,Apa saja syarat yang harus dipenuhi oleh kontraktor?,0.34,0.42000000000000004,Positive
509,Material Konstruksi Hingga Kelaikan Alat Kerja Kontraktor Akan Diaudit,0.34,0.42000000000000004,Positive
510,Pekerja Konstruksi Layang Dialihkan Garap Konstruksi Minim Risiko,0.34,0.42000000000000004,Positive
511,Sepinya Proyek Tol Becakayu yang Kena Moratorium,0.34,0.42000000000000004,Positive
512,"Kecelakaan Kerja Marak, Indonesia Belum Punya PP Pengawasan Konstruksi",0.34,0.42000000000000004,Positive
513,Pengerjaan Proyek LRT Jakarta dan Palembang Dihentikan Sementara,0.34,0.42000000000000004,Positive
514,"Kementerian PUPR Serap APBN 2018 Terbesar yakni Rp 20,7 Triliun",0.34,0.42000000000000004,Positive
515,Pemerintah Resmi Hentikan Sementara Seluruh Pengerjaan Proyek Elevated,0.34,0.42000000000000004,Positive
516,Pemerintah akan melakukan evaluasi secara menyeluruh terhadap semua proyek infrastruktur.,0.34,0.42000000000000004,Positive
517,KCIC Yakin Proyek Kereta Cepat Tak Kena Moratorium PUPR,0.34,0.42000000000000004,Positive
518,"PUPR Moratorium Pengerjaan Proyek Elevated, Bagaimana Nasib MRT?",0.34,0.42000000000000004,Positive
519,REI Minta Diperlakukan Sama dengan BUMN untuk Garap 1 Juta Rumah,0.34,0.42000000000000004,Positive
520,Kementerian PUPR menggandeng REI untuk menggarap program 1 juta rumah.,0.34,0.42000000000000004,Positive
521,Menteri PUPR: Saya Dendam Gagal Jadi Mahasiswa ITB,0.34,0.42000000000000004,Positive
522,Menteri PUPR Basuki mengaku dua kali ditolak jadi mahasiswa ITB.,0.34,0.42000000000000004,Positive
523,Badan Pengelola Tabungan Perumahan Rakyat Akan Terbentuk Bulan Depan,0.34,0.42000000000000004,Positive
524,Saat ini pembentukan BP Tapera masih menunggu Peraturan Presiden terbit.,0.34,0.42000000000000004,Positive
525,Tahun Ini Kementerian PUPR Targetkan Bangun 906 Ribu Unit Rumah,0.34,0.42000000000000004,Positive
526,Duka Basuki Saat Tinjau Kerusakan Stadion GBK,0.34,0.42000000000000004,Positive
527,Menteri PUPR Sedih Lihat Stadion Utama GBK Rusak,0.34,0.42000000000000004,Positive
528,"Dukung Kemayoran Jadi Kota Mandiri, Wisma Atlet Akan Disewakan ke MBR",0.34,0.42000000000000004,Positive
529,MBR adalah Masyarakat Berpenghasilan Rendah.,0.34,0.42000000000000004,Positive
530,Alasan Pemerintah Tetapkan Kemayoran Jadi Kawasan Kota Mandiri Baru,0.34,0.42000000000000004,Positive
531,Apa alasan Kementerian PUPR menetapkan Kemayoran sebagai kawasan kota mandiri baru?,0.34,0.42000000000000004,Positive
532,Menimbang Layak Tidaknya Kemayoran yang Akan Jadi Kawasan Kota Mandiri,0.34,0.42000000000000004,Positive
533,Arab Saudi dan China Tertarik Garap Kota Mandiri Baru di Kemayoran,0.34,0.42000000000000004,Positive
534,Kemayoran Masuk Daftar Kawasan yang Akan Dibangun Kota Mandiri Baru,0.34,0.42000000000000004,Positive
535,PUPR dan Kementerian ATR Akan Bentuk Tim Penyediaan Tanah Rumah Murah,0.34,0.42000000000000004,Positive
536,"Tahun Depan, PUPR Berencana Garap Jalan Perbatasan di 8 Kabupaten",0.34,0.42000000000000004,Positive
537,Presiden : Program Padat Tunai Bermanfaat Untuk Masyarakat Desa,0.34,0.42000000000000004,Positive
538,Kementerian PUPR Dukung Pembangunan Rusunawa di Kota Baru Maja,0.34,0.42000000000000004,Positive
539,PUPR Targetkan Akses Aman Air Minum untuk Masyarakat Tercapai di 2019,0.34,0.42000000000000004,Positive
540,"Hingga akhir 2017, akses aman air minum baru mencapai 72,04%.",0.34,0.42000000000000004,Positive
541,"Ditegur PUPR, Waskita Libatkan Tim Ahli Garap Proyek Infrastruktur",0.34,0.42000000000000004,Positive
542,PUPR Usul Pakai Skema Availability Payment untuk Bangun Trans Papua,0.34,0.42000000000000004,Positive
543,"7,38 Juta Pekerja Konstruksi Tak Bersertifikat, Mayoritas Lulusan SMA",0.34,0.42000000000000004,Positive
544,"PUPR Kebut Bangun Tol Balikpapan-Samarinda, Dana Rp 150 M Disiapkan",0.34,0.42000000000000004,Positive
545,"Hujan Lebat, Jokowi Tinjau Pembangunan Irigasi di Sumatera Barat",0.34,0.42000000000000004,Positive
546,"Atasi Gizi Buruk di Asmat, PUPR Perbaiki Infrastruktur",0.34,0.42000000000000004,Positive
547,PUPR Siapkan Rp 212 Miliar untuk Bangun Jalan ke 3 Bandara,0.34,0.42000000000000004,Positive
548,"Siapkan Rp 686 Miliar, PUPR Percantik Kepulauan Seribu hingga Wakatobi",0.34,0.42000000000000004,Positive
549,Kementerian PUPR Sediakan Rp 50 M untuk Revitalisasi Gedung Pusaka,0.34,0.42000000000000004,Positive
550,Bangunan Keraton dan Istana Presiden dikategorikan sebagai gedung pusaka.,0.34,0.42000000000000004,Positive
551,"Atasi Stunting, PUPR Siapkan Anggaran Rp 50 M",0.34,0.42000000000000004,Positive
552,PUPR Targetkan Ada 3 Kota Mandiri Baru yang Dibangun Tahun Ini,0.34,0.42000000000000004,Positive
553,PUPR Akan Keluarkan Regulasi Baru Standar Pembangunan Rumah Subsidi,0.34,0.42000000000000004,Positive
554,33 Ruas Tol Sepanjang 615 Km Ditargetkan Beroperasi Tahun Ini,0.34,0.42000000000000004,Positive
555,Investor Korsel dan China Berminat Biayai Bendungan Jambo Aye di Aceh,0.34,0.42000000000000004,Positive
556,"Februari 2018, Komisi Keselamatan Bangunan Gedung Akan Diresmikan",0.34,0.42000000000000004,Positive
557,Kementerian PUPR Canangkan Gerakan Nasional Keselamatan Konstruksi,0.34,0.42000000000000004,Positive
558,Kementerian PUPR Targetkan Garap 10 Jalan Perbatasan RI Tahun Ini,0.34,0.42000000000000004,Positive
559,"Bikin Rancangan Rumah Tahan Gempa, PUPR Anggarkan Rp 730 Juta",0.34,0.42000000000000004,Positive
560,10 Venue Asian Games 2018 Siap Diresmikan Presiden,0.34,0.42000000000000004,Positive
561,Kementerian PUPR mengklaim seluruh fasilitas Asian Games sesuai standar internasional.,0.34,0.42000000000000004,Positive
562,"Cegah Kecelakaan Kerja, 2 Unit Keselamatan Bangunan Bakal Diresmikan",0.34,0.42000000000000004,Positive
563,Dua unit keselamatan bangunan dibentuk untuk menekan angka kecelakaan kerja.,0.34,0.42000000000000004,Positive
564,"Bangun Infrastruktur RI, Menteri PUPR Minta Pertimbangan BMKG",0.34,0.42000000000000004,Positive
565,"Di Depan Projo, Menteri PUPR Jelaskan Proyek Infrastruktur Jokowi",0.34,0.42000000000000004,Positive
566,Pembangunan Jembatan Musi IV Ditargetkan Selesai Juli 2018,0.34,0.42000000000000004,Positive
567,Perbaikan Jalan di Kawasan Candi Borobudur Pakai Aspal Campur Plastik,0.34,0.42000000000000004,Positive
568,Bank Artha Graha Jadi Penyalur KPR Subsidi Terbanyak Tahun Ini,0.34,0.42000000000000004,Positive
569,Kementerian PUPR Akan Uji Coba Aspal Karet di Sumatera Selatan,0.34,0.42000000000000004,Positive
570,PUPR Bangun 5 Bendungan di Jawa Barat Tahun Ini,0.34,0.42000000000000004,Positive
571,Kementerian PUPR Ikut Meneliti Penyebab Robohnya Balkon Gedung BEI,0.34,0.42000000000000004,Positive
572,Menteri PUPR: Gedung DPR Sudah Tidak Nyaman,0.34,0.42000000000000004,Positive
573,Bank Pembangunan Daerah Paling Banyak Salurkan KPR FLPP di 2017,0.34,0.42000000000000004,Positive
574,Penyaluran KPR FLPP di 2017 Terendah dalam 3 Tahun Terakhir,0.34,0.42000000000000004,Positive
575,"Targetkan Bangun 11 Bendungan, PUPR Cari Dana Pembebasan Lahan",0.34,0.42000000000000004,Positive
576,"Diresmikan Jokowi, Bendungan Raknamo Tampung 14 Juta Meter Kubik Air",0.34,0.42000000000000004,Positive
577,"718.000 Rumah Tak Layak Huni, Anggaran Hanya Cukup untuk Seperempatnya",0.34,0.42000000000000004,Positive
578,PUPR Teken 2 Kontrak Pembangunan Jalan dan Jembatan di Trans Papua,0.34,0.42000000000000004,Positive
579,Pemerintah Bangun Fasilitas Ekonomi di Pos Lintas Batas Negara,0.34,0.42000000000000004,Positive
580,"Gaji Pekerja Minim Skill, PUPR Anggarkan Dana Rp 2,4 Triliun",0.34,0.42000000000000004,Positive
581,Daftar Harga Rumah yang Bisa Disubsidi PUPR di Tahun 2018,0.34,0.42000000000000004,Positive
582,PUPR Dorong Pembangunan Infrastruktur Pakai Alat Berat Dalam Negeri,0.34,0.42000000000000004,Positive
583,Realisasi Program Satu Juta Rumah di 2017 Capai 904.758 Rumah,0.34,0.42000000000000004,Positive
584,Capaian tersebut melebihi target yang ditetapkan di 2017 sebanyak 860.000 rumah.,0.34,0.42000000000000004,Positive
585,Pekerja Minim Skill Akan Dilibatkan Bangun Infrastruktur Pemerintah,0.34,0.42000000000000004,Positive
586,Kementerian PUPR Mulai Jalankan Bantuan Tunai Program Padat Karya,0.34,0.42000000000000004,Positive
587,Pengerjaan Tol Trans Jawa dan Trans Sumatera Terus Dikebut,0.34,0.42000000000000004,Positive
588,PUPR Targetkan 38.000 Tenaga Kerja Konstruksi Tersertifikasi di 2018,0.34,0.42000000000000004,Positive
589,PUPR Prioritaskan Material Lokal untuk Proyek Infrastruktur RI,0.34,0.42000000000000004,Positive
590,"Awal Tahun, Belanja Kementerian PUPR Sudah Terserap Rp 13,82 Triliun",0.34,0.42000000000000004,Positive
591,Kementerian PUPR menargetkan sebanyak 6.554 paket terkontrak pada Januari 2018.,0.34,0.42000000000000004,Positive
592,Bentang Tengah Jembatan Holtekamp Ditargetkan Selesai Juni 2018,0.34,0.42000000000000004,Positive
593,"Saat ini, bentang tengah ke-2 jembatan Holtekamp telah tiba di Jayapura.",0.34,0.42000000000000004,Positive
594,Menteri PUPR Temui Rini Soemarno Bahas Pembangunan Tol dan Trans Papua,0.34,0.42000000000000004,Positive
595,PUPR Kesulitan Cari Swasta yang Mau Garap Proyek Bendungan,0.34,0.42000000000000004,Positive
596,Kementerian PUPR Pasang 936 Panel Surya di Bendungan Jatibarang,0.34,0.42000000000000004,Positive
597,"Dana Infrastruktur Permukiman Cekak, Kementerian PUPR Harapkan CSR",0.34,0.42000000000000004,Positive
