,media,Title,Desc,titledesc,sentiment
11,JakartaPost,Wika secures deals worth trillions,State-owned contractor PT Wijaya Karya (Wika) has signed several deals worth Rp 34.2 trillion (US$2....,Wika secures deals worth trillions State-owned contractor PT Wijaya Karya (Wika) has signed several deals worth Rp 34.2 trillion (US$2....,"Sentiment(polarity=0.3, subjectivity=0.1)"
12,JakartaPost,Environmentalists face greater risks amid development drive,Activists say development policies lack human rights and environmental perspectives.,Environmentalists face greater risks amid development drive Activists say development policies lack human rights and environmental perspectives.,"Sentiment(polarity=0.5, subjectivity=0.5)"
13,JakartaPost,Salient points Prabowo-Sandiaga’s plans Fair and Prosperous Indonesia,"Prabowo-Sandi has divided the platform into seven main parts: the economy, human development, food a...","Salient points in Prabowo-Sandiaga’s plans for Fair and Prosperous Indonesia Prabowo-Sandi has divided the platform into seven main parts: the economy, human development, food a...","Sentiment(polarity=0.7, subjectivity=0.9)"
14,JakartaPost,Trans-Papua road project suspended amid worsening security,Public Works and Housing Minister Basuki Hadimuljono told reporters on Tuesday the government w...,Trans-Papua road project suspended amid worsening security Public Works and Housing Minister Basuki Hadimuljono told reporters on Tuesday the government w...,"Sentiment(polarity=0.0, subjectivity=0.0)"
15,JakartaPost,Toll road connecting Jakarta Surabaya expected be ready December,"President Joko ""Jokowi"" Widodo is saying the 51-kilometer Sragen-Ngawi section of road wou...","Toll road connecting Jakarta to Surabaya expected to be ready in December President Joko ""Jokowi"" Widodo is saying the 51-kilometer Sragen-Ngawi section of road wou...","Sentiment(polarity=0.05, subjectivity=0.45)"
16,JakartaPost,Two infrastructure projects along Jakarta-Cikampek toll road postponed,"The construction of Jakarta-Cikampek II elevated toll road, meanwhile, is still ongoing.","Two infrastructure projects along Jakarta-Cikampek toll road postponed The construction of Jakarta-Cikampek II elevated toll road, meanwhile, is still ongoing.","Sentiment(polarity=0.0, subjectivity=0.0)"
17,JakartaPost,Indonesia offers infrastructure projects French investors,Head of the National Development Planning Board (Bappenas) Bambang Brodjonegoro said on Thursday the...,Indonesia offers infrastructure projects to French investors Head of the National Development Planning Board (Bappenas) Bambang Brodjonegoro said on Thursday the...,"Sentiment(polarity=0.05, subjectivity=0.0)"
18,JakartaPost,Don't use Village Fund develop infrastructure Jokowi,"President Joko “Jokowi” Widodo has called on village heads not to use the Village Fund, ...","Don't use Village Fund to develop infrastructure: Jokowi President Joko “Jokowi” Widodo has called on village heads not to use the Village Fund, ...","Sentiment(polarity=0.0, subjectivity=0.0)"
19,JakartaPost,Jokowi urges local govt tech-up,President Joko “Jokowi” Widodo said the government had distributed up to Rp 400 trillion...,Jokowi urges local govt to tech-up President Joko “Jokowi” Widodo said the government had distributed up to Rp 400 trillion...,"Sentiment(polarity=0.0, subjectivity=0.0)"
20,JakartaPost,Telkom develop infrastructure 2019,State-owned telecommunications company Telkom Indonesia is set to allocate half of its capital expen...,Telkom to develop infrastructure in 2019 State-owned telecommunications company Telkom Indonesia is set to allocate half of its capital expen...,"Sentiment(polarity=0.0, subjectivity=0.0)"
21,JakartaPost,10 more strategic projects be completed this year,The Committee for Accelerated Infrastructure Development (KPPIP) plans to complete 10 strategic proj...,10 more strategic projects to be completed this year The Committee for Accelerated Infrastructure Development (KPPIP) plans to complete 10 strategic proj...,"Sentiment(polarity=0.5, subjectivity=0.5)"
22,JakartaPost,"PREMIUM
 Reshaping logistics supply chain toward Logistics 4.0","Like other industries, transportation and logistics are currently facing immense changes and like al...","PREMIUM
 Reshaping logistics, supply chain toward Logistics 4.0 Like other industries, transportation and logistics are currently facing immense changes and like al...","Sentiment(polarity=0.0, subjectivity=0.0)"
23,JakartaPost,CSOs gather share development ideas,The numerous infrastructure projects carried out by President Joko “Jokowi” Widodo&rsquo...,"CSOs gather, share development ideas The numerous infrastructure projects carried out by President Joko “Jokowi” Widodo&rsquo...","Sentiment(polarity=0.0, subjectivity=0.0)"
24,JakartaPost,Indonesia Pavilion offers development investment culture IMF-WB delegates,The State-Owned Enterprises (SOEs) Ministry on Monday welcomed participants of the Internationa...,"Indonesia Pavilion offers development, investment, culture to IMF-WB delegates The State-Owned Enterprises (SOEs) Ministry on Monday welcomed participants of the Internationa...","Sentiment(polarity=0.1, subjectivity=0.0)"
25,JakartaPost,Mandiri rolls out Rp 165t infrastructure,State-owned lender PT Bank Mandiri has given out Rp 165 trillion (US$10.9 million) this year for inf...,Mandiri rolls out Rp 165t for infrastructure State-owned lender PT Bank Mandiri has given out Rp 165 trillion (US$10.9 million) this year for inf...,"Sentiment(polarity=0.0, subjectivity=0.0)"
26,JakartaPost,"PREMIUM
 Supporting Indonesia’s SDGs",The government is really making an effort to invest in the future by closing our infrastructure and ...,"PREMIUM
 Supporting Indonesia’s SDGs The government is really making an effort to invest in the future by closing our infrastructure and ...","Sentiment(polarity=0.25, subjectivity=0.25)"
27,JakartaPost,China  Belt and Road Initiative and Indonesia  financial security,Indonesia has been a reluctant participant in China’s Belt and Road Initiative .,China's Belt and Road Initiative and Indonesia's financial security Indonesia has been a reluctant participant in China’s Belt and Road Initiative .,"Sentiment(polarity=0.0, subjectivity=0.0)"
28,JakartaPost,The overlooked role sanitation development,"“In rural areas, where sanitation at schools is wanting, female students are more likely to be...","The overlooked role of sanitation in development “In rural areas, where sanitation at schools is wanting, female students are more likely to be...","Sentiment(polarity=0.0, subjectivity=0.0)"
29,JakartaPost,"PREMIUM
 How finance Asia  infrastructure gap",ADB report puts the infrastructure tab for 45 developing Asian countries at more than US$1.7 tr...,"PREMIUM
 How to finance Asia's infrastructure gap ADB report puts the infrastructure tab for 45 developing Asian countries at more than US$1.7 tr...","Sentiment(polarity=0.0, subjectivity=0.0)"
30,JakartaPost,Preserving legacy,"With the Asian Games over and the Asian Para Games soon to follow suit, what else can proud Jakartan...","Preserving the legacy With the Asian Games over and the Asian Para Games soon to follow suit, what else can proud Jakartan...","Sentiment(polarity=0.0, subjectivity=0.0)"
31,JakartaPost,Indonesia assist Sri Lanka infrastructure development,"Indonesia is set to assist Sri Lanka in infrastructure development, as the two countries look forwar...","Indonesia to assist Sri Lanka in infrastructure development Indonesia is set to assist Sri Lanka in infrastructure development, as the two countries look forwar...","Sentiment(polarity=0.0, subjectivity=0.0)"
32,JakartaPost,Helping out quake victims one T-shirt at a time,"A true story tells of how T-shirts in the Netherlands can rebuild a broken school in Lombok, West Nu...","Helping out quake victims one T-shirt at a time A true story tells of how T-shirts in the Netherlands can rebuild a broken school in Lombok, West Nu...","Sentiment(polarity=0.0, subjectivity=0.0)"
33,JakartaPost,China  'Silk Road' project runs into debt jam,"Sri Lanka has already paid a heavy price for being highly indebted to China. Last year, the isl...","China's 'Silk Road' project runs into debt jam Sri Lanka has already paid a heavy price for being highly indebted to China. Last year, the isl...","Sentiment(polarity=0.0, subjectivity=0.0)"
34,JakartaPost,AIIB lends $692 million Indonesian infrastructure,"The Beijing-based Asian Infrastructure Investment Bank (AIIB), which started operations in January, ...","AIIB lends $692 million to Indonesian infrastructure The Beijing-based Asian Infrastructure Investment Bank (AIIB), which started operations in January, ...","Sentiment(polarity=0.0, subjectivity=0.0)"
35,JakartaPost,Remembering Sukarno  legacy 2018 Asian Games,"Like Jokowi, Sukarno was criticized for his decision to host the Asian Games in Indonesia in 1962.&n...","Remembering Sukarno's legacy in 2018 Asian Games Like Jokowi, Sukarno was criticized for his decision to host the Asian Games in Indonesia in 1962.&n...","Sentiment(polarity=0.0, subjectivity=0.0)"
36,JakartaPost,Telkom repairs Lombok infrastructure opens aid portal quake victims,State-owned telecommunications company PT Telkom Indonesia is repairing its infrastructure that was ...,"Telkom repairs Lombok infrastructure, opens aid portal for quake victims State-owned telecommunications company PT Telkom Indonesia is repairing its infrastructure that was ...","Sentiment(polarity=0.0, subjectivity=0.0)"
37,JakartaPost,Logistics performance improves,"The LPI ranks Indonesia as the third-best performer among the lower-middle income group, after ...","Logistics performance improves The LPI ranks Indonesia as the third-best performer among the lower-middle income group, after ...","Sentiment(polarity=0.0, subjectivity=0.0)"
38,JakartaPost,Indonesia earthquake How scrap tyres could stop buildings collapsing,Low quality buildings and inadequate town planning are the two main reasons why seismic ev...,Indonesia earthquake: How scrap tyres could stop buildings collapsing Low quality buildings and inadequate town planning are the two main reasons why seismic ev...,"Sentiment(polarity=0.0, subjectivity=0.0)"
39,JakartaPost,PLN says 70 percent electricity restored Lombok,State-owned electricity company PLN has said that 70 percent of electricity infrastructure on earthq...,PLN says 70 percent of electricity restored in Lombok State-owned electricity company PLN has said that 70 percent of electricity infrastructure on earthq...,"Sentiment(polarity=0.0, subjectivity=0.0)"
40,JakartaPost,Jokowi defends his infrastructure program,President Joko “Jokowi” Widodo defended his expansive infrastructure development on Thur...,Jokowi defends his infrastructure program President Joko “Jokowi” Widodo defended his expansive infrastructure development on Thur...,"Sentiment(polarity=0.0, subjectivity=0.0)"
41,JakartaPost,Jokowi highlights achievements infrastructure welfare,"In his state-of-the-nation address before members of the People’s Consultative Assembly (MPR),...","Jokowi highlights achievements in infrastructure, welfare In his state-of-the-nation address before members of the People’s Consultative Assembly (MPR),...","Sentiment(polarity=0.0, subjectivity=0.0)"
42,JakartaPost,Italy interior minister says around 30 dead bridge collapse,"Italy's Interior Minister Matteo Salvini said Monday that ""around 30"" have been killed...","Italy interior minister says around 30 dead in bridge collapse Italy's Interior Minister Matteo Salvini said Monday that ""around 30"" have been killed...","Sentiment(polarity=-0.2, subjectivity=0.4)"
43,JakartaPost,'Immense tragedy' as Italy giant motorway bridge collapses,"A section of a giant motorway bridge collapsed Tuesday in Genoa, injuring several people in what Ita...","'Immense tragedy' as Italy giant motorway bridge collapses A section of a giant motorway bridge collapsed Tuesday in Genoa, injuring several people in what Ita...","Sentiment(polarity=0.0, subjectivity=1.0)"
44,JakartaPost,Indonesia invites Russia invest tourism infrastructure,National Development Planning Minister Bambang Brodjonegoro has invited Russian businesspeople ...,"Indonesia invites Russia to invest in tourism, infrastructure National Development Planning Minister Bambang Brodjonegoro has invited Russian businesspeople ...","Sentiment(polarity=0.0, subjectivity=0.0)"
45,JakartaPost,KPK intensifies probe into Riau power plant graft case,The Corruption Eradication Commission (KPK) is intensifying its investigation into a graft case pert...,KPK intensifies probe into Riau power plant graft case The Corruption Eradication Commission (KPK) is intensifying its investigation into a graft case pert...,"Sentiment(polarity=0.0, subjectivity=0.0)"
46,JakartaPost,"PREMIUM
 Indonesia  survival age cyber warfare","Indonesia could face more concerted attacks that could cripple critical infrastructure, public servi...","PREMIUM
 Indonesia's survival in age of cyber warfare Indonesia could face more concerted attacks that could cripple critical infrastructure, public servi...","Sentiment(polarity=0.0, subjectivity=0.0)"
47,JakartaPost,PGN-Pertagas integration strengthen gas infrastructure says Rini,The State-owned Enterprises (SOEs) Ministry has said that the integration of state-owned gas distrib...,"PGN-Pertagas integration to strengthen gas infrastructure, says Rini The State-owned Enterprises (SOEs) Ministry has said that the integration of state-owned gas distrib...","Sentiment(polarity=0.0, subjectivity=0.0)"
48,JakartaPost,Indonesia poised benefit as China  Belt and Road turns green,"Global demand for sustainable infrastructure is similarly booming, estimated to exceed $90 trillion ...","Indonesia poised to benefit as China's Belt and Road turns green Global demand for sustainable infrastructure is similarly booming, estimated to exceed $90 trillion ...","Sentiment(polarity=-0.2, subjectivity=0.3)"
49,JakartaPost,"PREMIUM
 Addressing Indonesia  green investment gap","Indonesia has begun to tap into the green bond market, both at home and overseas, to finance environ...","PREMIUM
 Addressing Indonesia's green investment gap Indonesia has begun to tap into the green bond market, both at home and overseas, to finance environ...","Sentiment(polarity=-0.2, subjectivity=0.3)"
50,JakartaPost,New Zealand tax tourists fund infrastructure,New Zealand announced plans Friday to introduce a tourist tax and increase other fees for internatio...,New Zealand to tax tourists to fund infrastructure New Zealand announced plans Friday to introduce a tourist tax and increase other fees for internatio...,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
51,JakartaPost,KPK arrests 5 East Java as money reportedly changes hands,The Corruption Eradication Commission (KPK) reportedly caught five people red-handed in Bl...,KPK arrests 5 in East Java as money reportedly changes hands The Corruption Eradication Commission (KPK) reportedly caught five people red-handed in Bl...,"Sentiment(polarity=0.0, subjectivity=0.0)"
52,JakartaPost,How infrastructure development boosts growth,An independent report titled “The Impact of Indonesia’s Infrastructure Delivery&rdq...,How infrastructure development boosts growth An independent report titled “The Impact of Indonesia’s Infrastructure Delivery&rdq...,"Sentiment(polarity=0.0, subjectivity=0.0)"
53,JakartaPost,Government tries reach toll road development target,"With only a year left of President Joko “Jokowi” Widodo's term in office, the govern...","Government tries to reach toll road development target With only a year left of President Joko “Jokowi” Widodo's term in office, the govern...","Sentiment(polarity=-0.1, subjectivity=0.4)"
54,JakartaPost,Urgent supervision needed Aceh  autonomy funds,Four years after the funding was officially available by 2012 Aceh was named the second-most corrupt...,Urgent supervision needed of Aceh's autonomy funds Four years after the funding was officially available by 2012 Aceh was named the second-most corrupt...,"Sentiment(polarity=0.0, subjectivity=0.0)"
55,JakartaPost,Smart wall signifies possible new future housing,"Researchers have transformed a wall into ""smart"" and useful infrastructure that can ...","Smart wall signifies possible new future for housing Researchers have transformed a wall into ""smart"" and useful infrastructure that can ...","Sentiment(polarity=0.08766233766233766, subjectivity=0.5556006493506493)"
56,JakartaPost,Bridge collapses Tegal Central Java,"A bridge connecting Pagerbarang district and Margasari district, Tegal regency, Central Java, collap...","Bridge collapses in Tegal, Central Java A bridge connecting Pagerbarang district and Margasari district, Tegal regency, Central Java, collap...","Sentiment(polarity=0.0, subjectivity=0.25)"
57,JakartaPost,Perpetuals boost long-term infrastructure investment says minister,The National Development Planning Minister has said that the newly launched perpetual bonds (SBP) pr...,"Perpetuals to boost long-term infrastructure investment, says minister The National Development Planning Minister has said that the newly launched perpetual bonds (SBP) pr...","Sentiment(polarity=0.0, subjectivity=0.0)"
58,JakartaPost,"PREMIUM
 Jokowi  risky politics infrastructure","As a politician, Jokowi is certainly aware that the success or failure of his infrastructure project...","PREMIUM
 Jokowi's risky politics of infrastructure As a politician, Jokowi is certainly aware that the success or failure of his infrastructure project...","Sentiment(polarity=0.0, subjectivity=0.0)"
59,JakartaPost,Jokowi drop parts infrastructure projects,President Joko “Jokowi” Widodo is set to cancel some of his 245 National ...,Jokowi to drop parts of infrastructure projects President Joko “Jokowi” Widodo is set to cancel some of his 245 National ...,"Sentiment(polarity=0.0, subjectivity=0.0)"
60,JakartaPost,"PREMIUM
 Creating a legacy from 2018 Asian Games",Below are some of the steps needed to maximize legacy for Jakarta and Palembang:,"PREMIUM
 Creating a legacy from the 2018 Asian Games Below are some of the steps needed to maximize legacy for Jakarta and Palembang:","Sentiment(polarity=0.0, subjectivity=0.0)"
61,JakartaPost,Matraman underpass trial run begin April 10,The Jakarta Transportation Agency is set to conduct a trial run for the newly built Matraman underpa...,Matraman underpass trial run to begin on April 10 The Jakarta Transportation Agency is set to conduct a trial run for the newly built Matraman underpa...,"Sentiment(polarity=0.0, subjectivity=0.0)"
62,JakartaPost,"PREMIUM
 Three remarks government budget",Finance Minister Sri Mulyani Indrawati is worried that there are parties trying to provoke the publi...,"PREMIUM
 Three remarks on the government budget Finance Minister Sri Mulyani Indrawati is worried that there are parties trying to provoke the publi...","Sentiment(polarity=0.0, subjectivity=0.0)"
63,JakartaPost,S&P warns SOEs’ poor financial records,International rating agency Standard & Poor’s (S&P) Global Ratings has raised concerns...,S&P warns of SOEs’ poor financial records International rating agency Standard & Poor’s (S&P) Global Ratings has raised concerns...,"Sentiment(polarity=-0.2, subjectivity=0.3)"
64,JakartaPost,Indonesia  rapid infrastructure drive takes deadly toll,A string of fatal accidents is threatening to derail Indonesia's relentless infrastructure drive...,Indonesia's rapid infrastructure drive takes deadly toll A string of fatal accidents is threatening to derail Indonesia's relentless infrastructure drive...,"Sentiment(polarity=-0.2, subjectivity=0.4)"
65,JakartaPost,"Jokowi’s 35,000 MW program only reaches 3.8 percent progress","The government revealed that the progress of its flagship 35,000-megawatt (MW) electricity procureme...","Jokowi’s 35,000 MW program only reaches 3.8 percent progress The government revealed that the progress of its flagship 35,000-megawatt (MW) electricity procureme...","Sentiment(polarity=0.0, subjectivity=1.0)"
66,JakartaPost,Halltekamp Bridge be completed despite suspension,West Papua’s capital of Jayapura will soon have a new icon as the construction of Halltekamp S...,Halltekamp Bridge to be completed despite suspension West Papua’s capital of Jayapura will soon have a new icon as the construction of Halltekamp S...,"Sentiment(polarity=0.0, subjectivity=0.0)"
67,JakartaPost,Pushing boundaries waqf financing Indonesia,Sukuk financing is gaining more attention due to the successful and out-of-the box way of thinking b...,Pushing boundaries of waqf financing in Indonesia Sukuk financing is gaining more attention due to the successful and out-of-the box way of thinking b...,"Sentiment(polarity=0.0, subjectivity=0.0)"
68,JakartaPost,Indonesia offers infrastructure projects global investors,State-Owned Enterprises (SOE) Minister Rini Soemarno has invited investors from a number of countrie...,Indonesia offers infrastructure projects to global investors State-Owned Enterprises (SOE) Minister Rini Soemarno has invited investors from a number of countrie...,"Sentiment(polarity=0.05, subjectivity=0.0)"
69,JakartaPost,"PREMIUM
 The CID is back with a way spur growth",The CID raised the issue of the underperformance of Indonesian economic growth compared to several o...,"PREMIUM
 The CID is back with a way to spur growth The CID raised the issue of the underperformance of Indonesian economic growth compared to several o...","Sentiment(polarity=0.0, subjectivity=0.0)"
70,JakartaPost,OJK simplifies regional bond procedures,The Financial Services Authority (OJK) has simplified the procedures for regional governments to sel...,OJK simplifies regional bond procedures The Financial Services Authority (OJK) has simplified the procedures for regional governments to sel...,"Sentiment(polarity=0.0, subjectivity=0.0)"
71,JakartaPost,"PREMIUM
 Accelerating infrastructure development",The development of modern infrastructure is thus a way to ensure a competitive advantage in a highly...,"PREMIUM
 Accelerating infrastructure development The development of modern infrastructure is thus a way to ensure a competitive advantage in a highly...","Sentiment(polarity=0.0, subjectivity=0.0)"
72,JakartaPost,Lake Toba needs Rp 21t total investment,Toba Lake and its surrounding areas in North Sumatra need Rp 21 trillion (US$1.55 billion) to equip ...,Lake Toba needs Rp 21t total investment Toba Lake and its surrounding areas in North Sumatra need Rp 21 trillion (US$1.55 billion) to equip ...,"Sentiment(polarity=0.0, subjectivity=0.75)"
73,JakartaPost,EDITORIAL Japan  Patimban certainty,"The project is not only strategic in terms of the economy, but also crucial for the continuation of ...","EDITORIAL: Japan's Patimban certainty The project is not only strategic in terms of the economy, but also crucial for the continuation of ...","Sentiment(polarity=0.0, subjectivity=0.0)"
74,JakartaPost,Infrastructure development continues despite no traffic analysis,"Jakarta Transportation Agency head Andri Yansyah said although it had no traffic impact analysis, th...","Infrastructure development continues despite no traffic analysis Jakarta Transportation Agency head Andri Yansyah said although it had no traffic impact analysis, th...","Sentiment(polarity=0.0, subjectivity=0.0)"
75,JakartaPost,Jokowi ex-Japan PM Yasuo Fukuda discuss infrastructure projects,President Joko Widodo received on Friday at the State Palace former Japanese prime ministe...,"Jokowi, ex-Japan PM Yasuo Fukuda discuss infrastructure projects President Joko Widodo received on Friday at the State Palace former Japanese prime ministe...","Sentiment(polarity=0.0, subjectivity=0.0)"
76,JakartaPost,EDITORIAL Coopting local governments,Undisbursed budget funds affect development not merely because of the deferred injection of funds in...,EDITORIAL: Coopting local governments Undisbursed budget funds affect development not merely because of the deferred injection of funds in...,"Sentiment(polarity=0.0, subjectivity=0.0)"
77,JakartaPost,Asia faces air travel infrastructure 'crisis' IATA,The Asia-Pacific region must urgently step up investment in infrastructure to meet rapidly increasin...,Asia faces air travel infrastructure 'crisis': IATA The Asia-Pacific region must urgently step up investment in infrastructure to meet rapidly increasin...,"Sentiment(polarity=0.0, subjectivity=0.0)"
78,JakartaPost,LRT crane falls shop Kelapa Gading,A construction crane that was used to build light rail transit (LRT) Corridor 1 Kelapa Gading-Rawama...,LRT crane falls on shop in Kelapa Gading A construction crane that was used to build light rail transit (LRT) Corridor 1 Kelapa Gading-Rawama...,"Sentiment(polarity=0.0, subjectivity=0.0)"
79,JakartaPost,"PREMIUM
 Jokowi moves burnish govt image",President Joko “Jokowi” Widodo appears to have become more aggressive in highlighting hi...,"PREMIUM
 Jokowi moves to burnish govt image President Joko “Jokowi” Widodo appears to have become more aggressive in highlighting hi...","Sentiment(polarity=0.0, subjectivity=0.0)"
80,JakartaPost,PLN still struggling boost electricity sales,State electricity firm PLN is still struggling to boost its electricity sales volume amid mounting f...,PLN still struggling to boost electricity sales State electricity firm PLN is still struggling to boost its electricity sales volume amid mounting f...,"Sentiment(polarity=0.0, subjectivity=0.0)"
81,JakartaPost,Sumatra get Rp20t infrastructure projects next year,The government plans to carry out various infrastructure projects on Sumatra Island next year by all...,Sumatra to get Rp20t for infrastructure projects next year The government plans to carry out various infrastructure projects on Sumatra Island next year by all...,"Sentiment(polarity=0.0, subjectivity=0.0)"
82,JakartaPost,EDITORIAL State versus private companies,"The impression of SOE dominance especially in infrastructure development is inevitable, because this...","EDITORIAL: State versus private companies The impression of SOE dominance especially in infrastructure development is inevitable, because this...","Sentiment(polarity=0.0, subjectivity=0.375)"
83,JakartaPost,EDITORIAL Hurdles free highway,"Imposing fees on e-Toll top-ups could hinder the development of a cashless society, which has been a...","EDITORIAL: Hurdles to the free highway Imposing fees on e-Toll top-ups could hinder the development of a cashless society, which has been a...","Sentiment(polarity=0.4, subjectivity=0.8)"
84,JakartaPost,"PREMIUM
 Indonesia upbeat over infrastructure",State-Owned Enterprises (SOEs) Minister Rini Soemarno can now exhale as the BawenSalatiga toll road ...,"PREMIUM
 Indonesia upbeat over infrastructure State-Owned Enterprises (SOEs) Minister Rini Soemarno can now exhale as the BawenSalatiga toll road ...","Sentiment(polarity=0.0, subjectivity=0.0)"
85,JakartaPost,"PREMIUM
 EU-ASEAN Strengthening connectivity",There are estimations that the world needs to invest an average of US$3.3 trillion in infrastructure...,"PREMIUM
 EU-ASEAN: Strengthening connectivity There are estimations that the world needs to invest an average of US$3.3 trillion in infrastructure...","Sentiment(polarity=0.0, subjectivity=0.0)"
86,JakartaPost,"PREMIUM
 Asia  next infrastructure boom","The demand for infrastructure across Asia and the Pacific far outstrips current supply, according to...","PREMIUM
 Asia's next infrastructure boom The demand for infrastructure across Asia and the Pacific far outstrips current supply, according to...","Sentiment(polarity=0.0, subjectivity=0.0)"
87,JakartaPost,"Saudi build 1,000-mile Red Sea-Gulf railway","Saudi Arabia plans to seek bidders for the construction of a 1,000-mile (1,600-kilometer) railroad l...","Saudi to build 1,000-mile Red Sea-Gulf railway Saudi Arabia plans to seek bidders for the construction of a 1,000-mile (1,600-kilometer) railroad l...","Sentiment(polarity=0.0, subjectivity=0.0)"
88,JakartaPost,"PREMIUM
 Connectivity a challenge global e-commerce",There are wide gaps in development despite Asian countries’ efforts in pushing information com...,"PREMIUM
 Connectivity a challenge for global e-commerce There are wide gaps in development despite Asian countries’ efforts in pushing information com...","Sentiment(polarity=0.0, subjectivity=0.0)"
89,JakartaPost,Jokowi  bike Where are lanes?,President Joko “Jokowi” Widodo’s habit to give away bicycles to some students and ...,Jokowi's bike: Where are the lanes? President Joko “Jokowi” Widodo’s habit to give away bicycles to some students and ...,"Sentiment(polarity=0.0, subjectivity=0.0)"
90,JakartaPost,"PREMIUM
 Rp 172 trillion fund Indonesian development",Let’s assume that 150 richest tycoons in Indonesia could voluntarily donate 10 percent of thei...,"PREMIUM
 Rp 172 trillion fund for Indonesian development Let’s assume that 150 richest tycoons in Indonesia could voluntarily donate 10 percent of thei...","Sentiment(polarity=0.0, subjectivity=0.0)"
91,JakartaPost,Bogor regency has highest number damaged schools,"Bogor regency is home to the highest number of damaged schools in Indonesia, due largely to an insuf...","Bogor regency has highest number of damaged schools Bogor regency is home to the highest number of damaged schools in Indonesia, due largely to an insuf...","Sentiment(polarity=0.0, subjectivity=0.0)"
92,JakartaPost,Papua’s development not only about infrastructure JDP leader,Prioritizing only infrastructure will not be enough in developing Papua and must be balanced with th...,Papua’s development not only about infrastructure: JDP leader Prioritizing only infrastructure will not be enough in developing Papua and must be balanced with th...,"Sentiment(polarity=0.0, subjectivity=1.0)"
93,JakartaPost,"PREMIUM
 Digital infrastructure our future smart cities","Anything that can be connected, will be connected.","PREMIUM
 Digital infrastructure of our future smart cities Anything that can be connected, will be connected.","Sentiment(polarity=0.07142857142857142, subjectivity=0.255952380952381)"
94,JakartaPost,Hipmi calls focus spending eastern Indonesia,Indonesian Young Entrepreneurs Association (Hipmi) chairman Bahlil Lahadalia says he appreciates the...,Hipmi calls for focus spending on eastern Indonesia Indonesian Young Entrepreneurs Association (Hipmi) chairman Bahlil Lahadalia says he appreciates the...,"Sentiment(polarity=0.0, subjectivity=0.0)"
95,JakartaPost,"PREMIUM
 Good intentions alone are not enough",One of President Joko “Jokowi” Widodo’s hallmark campaign promises was the acceler...,"PREMIUM
 Good intentions alone are not enough One of President Joko “Jokowi” Widodo’s hallmark campaign promises was the acceler...","Sentiment(polarity=0.35, subjectivity=0.55)"
96,JakartaPost,Jokowi inaugurates new Semanggi overpass Independence Day,"President Joko ""Jokowi"" Widodo is expected to join Jakarta Governor Djarot Syaiful Hidayat...","Jokowi inaugurates new Semanggi overpass on Independence Day President Joko ""Jokowi"" Widodo is expected to join Jakarta Governor Djarot Syaiful Hidayat...","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
97,JakartaPost,Voter turnout will drop if House insists bigger budget Expert,The 2019 legislative election will likely see a lower voter turnout if the House of Representatives ...,Voter turnout will drop if House insists on bigger budget: Expert The 2019 legislative election will likely see a lower voter turnout if the House of Representatives ...,"Sentiment(polarity=0.0, subjectivity=0.5)"
98,JakartaPost,"PREMIUM
 Indonesia 'Twin deficits' still a brake high growth ambitions",Indonesia has basically stuck to the confines of the wellworn trade-off between maintaining stabilit...,"PREMIUM
 Indonesia: 'Twin deficits' still a brake on high growth ambitions Indonesia has basically stuck to the confines of the wellworn trade-off between maintaining stabilit...","Sentiment(polarity=0.16, subjectivity=0.5399999999999999)"
99,JakartaPost,"PREMIUM
 ASEAN  golden age infrastructure-backed growth",ASEAN marked its 50th anniversary with pledge to double infrastructure investments to more than US$7...,"PREMIUM
 ASEAN's golden age for infrastructure-backed growth ASEAN marked its 50th anniversary with pledge to double infrastructure investments to more than US$7...","Sentiment(polarity=0.3, subjectivity=0.5)"
100,JakartaPost,ICMI supports use haj fund infrastructure projects,The Indonesian Muslim Intellectuals Association (ICMI) has supported the government's initiative...,ICMI supports use of haj fund for infrastructure projects The Indonesian Muslim Intellectuals Association (ICMI) has supported the government's initiative...,"Sentiment(polarity=0.0, subjectivity=0.0)"
101,JakartaPost,"PREMIUM
 Investing haj funds complying with sharia",The President wants the BPKH to invest the funds in infrastructure projects as the government does n...,"PREMIUM
 Investing haj funds, complying with sharia The President wants the BPKH to invest the funds in infrastructure projects as the government does n...","Sentiment(polarity=0.0, subjectivity=0.0)"
102,JakartaPost,"PREMIUM
 China  infrastructure diplomacy Indonesia",Sino-Indonesian relations are one of the best — if not the best — case study for infrast...,"PREMIUM
 China's infrastructure diplomacy in Indonesia Sino-Indonesian relations are one of the best — if not the best — case study for infrast...","Sentiment(polarity=0.0, subjectivity=0.0)"
103,JakartaPost,EDITORIAL Haj fund infrastructure,Almost 40 percent of the haj funds have been invested in sukuk and project-based sukuk since 2010 un...,EDITORIAL: Haj fund for infrastructure Almost 40 percent of the haj funds have been invested in sukuk and project-based sukuk since 2010 un...,"Sentiment(polarity=0.0, subjectivity=0.0)"
104,JakartaPost,Investing haj fund infrastructure is more profitable Minister,"To support President Joko ""Jokowi"" Widodo's idea on the use of haj fund, Coordinating ...","Investing haj fund in infrastructure is more profitable: Minister To support President Joko ""Jokowi"" Widodo's idea on the use of haj fund, Coordinating ...","Sentiment(polarity=0.5, subjectivity=0.5)"
