url;Pos Rel Image;Pos Rel Image_alt;Pos Rel Image_link;Fbo;Fbo_link;Grey2pt5;Grey
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/menteri-pupr-basuki-hadimuljono-di-kantor-wapres-ri.jpg;menteri-pupr-basuki-hadimuljono-di-kantor-wapres-ri.jpg;http://www.tribunnews.com/nasional/2019/01/24/20-proyek-terindikasi-korupsi-kementerian-pupr-bentuk-balai-khusus-pengadaan-barang-dan-jasa;20 Proyek Terindikasi Korupsi, Kementerian PUPR Bentuk Balai Khusus Pengadaan Barang dan Jasa;http://www.tribunnews.com/nasional/2019/01/24/20-proyek-terindikasi-korupsi-kementerian-pupr-bentuk-balai-khusus-pengadaan-barang-dan-jasa;Kementerian Pekerjaan Umum dan Perumahan Rakyat (Kementerian PUPR) membentuk balai khusus untuk mengurus pengadaan barang dan jasa di Kementerian PUPR;1 jam lalu
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231154.jpg;gedung-baru-kpk_20160222_231154.jpg;http://www.tribunnews.com/nasional/2019/01/22/kpk-periksa-6-saksi-kasus-korupsi-penyediaan-air-minum-di-kementerian-pupr;KPK Periksa 6 Saksi Kasus Korupsi Penyediaan Air Minum di Kementerian PUPR;http://www.tribunnews.com/nasional/2019/01/22/kpk-periksa-6-saksi-kasus-korupsi-penyediaan-air-minum-di-kementerian-pupr;"""Penyidik hari ini dijadwalkan memeriksa enam orang saksi untuk tiga tersangka berbeda,"" kata Febri Diansyah";2 hari lalu
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231400.jpg;gedung-baru-kpk_20160222_231400.jpg;http://www.tribunnews.com/nasional/2019/01/21/kpk-temukan-bukti-baru-dalam-kasus-suap-proyek-spam-di-kementerian-pupr;KPK Temukan Bukti Baru dalam Kasus Suap Proyek SPAM di Kementerian PUPR;http://www.tribunnews.com/nasional/2019/01/21/kpk-temukan-bukti-baru-dalam-kasus-suap-proyek-spam-di-kementerian-pupr;KPK terus mendalami dugaan suap terkait proyek Sistem Penyediaan Air Minum (SPAM) di Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR);2 hari lalu
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231400.jpg;gedung-baru-kpk_20160222_231400.jpg;http://www.tribunnews.com/nasional/2019/01/21/kpk-periksa-direktur-pengembangan-spam-kementerian-pupr-terkait-korupsi-penyediaan-air-minum;KPK Periksa Direktur Pengembangan SPAM Kementerian PUPR Terkait Korupsi Penyediaan Air Minum;http://www.tribunnews.com/nasional/2019/01/21/kpk-periksa-direktur-pengembangan-spam-kementerian-pupr-terkait-korupsi-penyediaan-air-minum;Agus Ahyar bakal dimintai keterangan terkait kasus dugaan suap proyek pembangunan SPAM Kementerian Pekerjaan Umum dan Perumahan Rakyat;3 hari lalu
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/febri-diansyah-nih2.jpg;febri-diansyah-nih2.jpg;http://www.tribunnews.com/nasional/2019/01/16/kpk-memperpanjang-masa-penahanan-tersangka-suap-proyek-penyediaan-air-minum-pupr;KPK Memperpanjang Masa Penahanan Tersangka Suap Proyek Penyediaan Air Minum PUPR;http://www.tribunnews.com/nasional/2019/01/16/kpk-memperpanjang-masa-penahanan-tersangka-suap-proyek-penyediaan-air-minum-pupr;2 proyek lainnya adalah pengadaan pipa HDPE di Bekasi daerah bencana di Donggala, Palu, Sulawesi Tengah (Sulteng).;Rabu, 16 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_200510.jpg;konpers-ott-kementerian-pupr_20181230_200510.jpg;http://www.tribunnews.com/nasional/2019/01/15/suap-berjamaah-proyek-air-minum-kementerian-pupr-inspektur-jenderal-jalani-pemeriksaan-di-kpk;Suap Berjamaah Proyek Air Minum Kementerian PUPR: Inspektur Jenderal Jalani Pemeriksaan di KPK;http://www.tribunnews.com/nasional/2019/01/15/suap-berjamaah-proyek-air-minum-kementerian-pupr-inspektur-jenderal-jalani-pemeriksaan-di-kpk;KPK menetapkan delapan orang tersangka. Empat di antaranya adalah petinggi perusahaan yang diduga kuat sebagai pihak pemberi suap.;Selasa, 15 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201125.jpg;konpers-ott-kementerian-pupr_20181230_201125.jpg;http://www.tribunnews.com/nasional/2019/01/15/kpk-dalami-aliran-duit-suap-proyek-penyediaan-air-minum-kementerian-pupr;KPK Dalami Aliran Duit Suap Proyek Penyediaan Air Minum Kementerian PUPR;http://www.tribunnews.com/nasional/2019/01/15/kpk-dalami-aliran-duit-suap-proyek-penyediaan-air-minum-kementerian-pupr;Tim penyidik KPK juga mendalami komitmen fee dan pihak-pihak yang diduga menerima suap tersebut.;Selasa, 15 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/febri-diansyah-nih2.jpg;febri-diansyah-nih2.jpg;http://www.tribunnews.com/nasional/2019/01/14/kasus-korupsi-spam-kementerian-pupr-kpk-periksa-staf-keuangan-pt-wke;Kasus Korupsi SPAM Kementerian PUPR, KPK Periksa Staf Keuangan PT WKE;http://www.tribunnews.com/nasional/2019/01/14/kasus-korupsi-spam-kementerian-pupr-kpk-periksa-staf-keuangan-pt-wke;Komisi Pemberantasan Korupsi (KPK) bakal memeriksa Staf Keuangan PT Wijaya Kusuma Emindo (WKE) Yohanes Herman Susanto.;Senin, 14 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201406.jpg;konpers-ott-kementerian-pupr_20181230_201406.jpg;http://www.tribunnews.com/nasional/2019/01/11/kpk-periksa-bendahara-satker-satuan-tanggap-darurat-ditjen-cipta-karya-untuk-kasus-korupsi-spam-pupr;KPK Periksa Bendahara Satker Satuan Tanggap Darurat Ditjen Cipta Karya untuk Kasus Korupsi SPAM PUPR;http://www.tribunnews.com/nasional/2019/01/11/kpk-periksa-bendahara-satker-satuan-tanggap-darurat-ditjen-cipta-karya-untuk-kasus-korupsi-spam-pupr;Ia bakal bersaksi kasus korupsi proyek-proyek pembangunan Sistem Penyediaan Air Minum (SPAM) di Kementerian PUPR Tahun Anggaran 2017-2018.;Jumat, 11 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/bamsoet-terima-perwakilan-aceh.jpg;bamsoet-terima-perwakilan-aceh.jpg;http://www.tribunnews.com/nasional/2019/01/10/ketua-dpr-ingatkan-kementerian-pupr-jalan-menuju-makam-cut-meutia-rusak-dan-belumpur;Ketua DPR Ingatkan Kementerian PUPR: Jalan Menuju Makam Cut Meutia Rusak dan Belumpur;http://www.tribunnews.com/nasional/2019/01/10/ketua-dpr-ingatkan-kementerian-pupr-jalan-menuju-makam-cut-meutia-rusak-dan-belumpur;Tak hanya di bidang infrastruktur, Ketua Badan Bela Negara FKPPI ini juga menerima pengaduan pengembangan di bidang pertanian.;Kamis, 10 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/basuki-hadimuljono22.jpg;basuki-hadimuljono22.jpg;http://www.tribunnews.com/bisnis/2019/01/09/kawasan-dermaga-tawiri-ditata-ulang-untuk-akomodir-kebutuhan-sandar-kapal-perang-tni-al;Kawasan Dermaga Tawiri Ditata Ulang untuk Akomodir Kebutuhan Sandar Kapal Perang TNI AL;http://www.tribunnews.com/bisnis/2019/01/09/kawasan-dermaga-tawiri-ditata-ulang-untuk-akomodir-kebutuhan-sandar-kapal-perang-tni-al;Pembangunan pengaman Pantai Wainitu di Kecamatan Nusaniwe, Kota Ambon dilakukan untuk mencegah abrasi dan erosi.;Rabu, 9 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/budi-suharto-nih2.jpg;budi-suharto-nih2.jpg;http://www.tribunnews.com/nasional/2019/01/07/direktur-utama-pt-wke-naik-kursi-roda-ketika-hendak-diperiksa-kpk;Direktur Utama PT WKE Naik Kursi Roda Ketika Hendak Diperiksa KPK;http://www.tribunnews.com/nasional/2019/01/07/direktur-utama-pt-wke-naik-kursi-roda-ketika-hendak-diperiksa-kpk;Dengan didorong oleh petugas keamanan tersebut, kursi roda berkelir abu-abu terus menuju pintu masuk gedung KPK.;Senin, 7 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201125.jpg;konpers-ott-kementerian-pupr_20181230_201125.jpg;http://www.tribunnews.com/nasional/2019/01/05/kpk-bidik-pejabat-ppk-lain-terkait-suap-spam-pupr;KPK Bidik Pejabat PPK Lain Terkait Suap SPAM PUPR;http://www.tribunnews.com/nasional/2019/01/05/kpk-bidik-pejabat-ppk-lain-terkait-suap-spam-pupr;Febri mengaku hingga kini belum mendapatkan informasi soal adanya upaya pencekalan terhadap saksi yang diperiksa KPK dalam kasus suap tersebut.;Sabtu, 5 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201406.jpg;konpers-ott-kementerian-pupr_20181230_201406.jpg;http://www.tribunnews.com/nasional/2019/01/03/kasus-korupsi-proyek-air-minum-kementerian-pupr-kpk-sita-deposito-rp-1-miliar-dari-rumah-tersangka;Kasus Korupsi Proyek Air Minum Kementerian PUPR, KPK Sita Deposito Rp 1 Miliar dari Rumah Tersangka;http://www.tribunnews.com/nasional/2019/01/03/kasus-korupsi-proyek-air-minum-kementerian-pupr-kpk-sita-deposito-rp-1-miliar-dari-rumah-tersangka;Selain deposito, penyidik KPK juga menyita uang sekitar Rp 200 juta serta sejumlah dokumen proyek yang berkaitan dengan kasus yang ditangani..;Kamis, 3 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231400.jpg;gedung-baru-kpk_20160222_231400.jpg;http://www.tribunnews.com/nasional/2019/01/02/kpk-sita-deposito-bernilai-rp-1-miliar-dari-rumah-tersangka-korupsi-proyek-spam-kementerian-pupr;KPK Sita Deposito Bernilai Rp 1 Miliar Dari Rumah Tersangka Korupsi Proyek SPAM Kementerian PUPR;http://www.tribunnews.com/nasional/2019/01/02/kpk-sita-deposito-bernilai-rp-1-miliar-dari-rumah-tersangka-korupsi-proyek-spam-kementerian-pupr;Komisi Pemberantasan Korupsi (KPK) menyita deposito bernilai Rp 1 miliar dari rumah seorang tersangka kasus suap proyek pembangunan SPAM.;Rabu, 2 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231400.jpg;gedung-baru-kpk_20160222_231400.jpg;http://www.tribunnews.com/nasional/2019/01/02/kpk-geledah-tiga-rumah-tersangka-kasus-suap-proyek-spam-kementerian-pupr;KPK Geledah Tiga Rumah Tersangka Kasus Suap Proyek SPAM Kementerian PUPR;http://www.tribunnews.com/nasional/2019/01/02/kpk-geledah-tiga-rumah-tersangka-kasus-suap-proyek-spam-kementerian-pupr;KPK menggeledah tiga rumah tersangka kasus suap proyek-proyek pembangunan Sistem Penyediaan Air Minum (SPAM) di Kementerian PUPR;Rabu, 2 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/penyidik-kpk-membawa-tiga-kotak-kontainer-plastik-dan-empat-kope.jpg;penyidik-kpk-membawa-tiga-kotak-kontainer-plastik-dan-empat-kope.jpg;http://www.tribunnews.com/nasional/2019/01/01/korupsi-proyek-air-minum-korban-tsunami-di-kementerian-pupr-kpk-sita-dokumen-pt-wke;Korupsi Proyek Air Minum Korban Tsunami di Kementerian PUPR, KPK Sita Dokumen PT WKE;http://www.tribunnews.com/nasional/2019/01/01/korupsi-proyek-air-minum-korban-tsunami-di-kementerian-pupr-kpk-sita-dokumen-pt-wke;Penggeledahan di PT WKE terkait penyidikan kasus dugaan suap proyek pembangunan sistem penyediaan air minum (SPAM) di Kementerian PUPR;Selasa, 1 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/penyidik-kpk-membawa-tiga-kotak-kontainer-plastik-dan-empat-kope.jpg;penyidik-kpk-membawa-tiga-kotak-kontainer-plastik-dan-empat-kope.jpg;http://www.tribunnews.com/nasional/2019/01/01/penyidik-kpk-bawa-3-kotak-kontainer-plastik-dan-4-koper-dari-satker-tanggap-darurat-pspam-pupr;Penyidik KPK Bawa 3 Kotak Kontainer Plastik dan 4 Koper dari Satker Tanggap Darurat PSPAM PUPR;http://www.tribunnews.com/nasional/2019/01/01/penyidik-kpk-bawa-3-kotak-kontainer-plastik-dan-4-koper-dari-satker-tanggap-darurat-pspam-pupr;Ketika keluar, sejumlah penyidik bermasker penutup wajah dengan kalung identitas KPK membawa barang-barang tersebut ke dalam mobil.;Selasa, 1 Januari 2019
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201504.jpg;konpers-ott-kementerian-pupr_20181230_201504.jpg;http://www.tribunnews.com/nasional/2018/12/31/kpk-amankan-cctv-dan-uang-rp-800-juta-dari-kantor-satker-tanggap-darurat-pspam-pupr-dan-pt-wke;KPK Amankan CCTV dan Uang Rp 800 Juta dari Kantor Satker Tanggap Darurat PSPAM PUPR dan PT WKE;http://www.tribunnews.com/nasional/2018/12/31/kpk-amankan-cctv-dan-uang-rp-800-juta-dari-kantor-satker-tanggap-darurat-pspam-pupr-dan-pt-wke;Sejumlah petugas kepolisian berseragam juga masih tampak mengamankan jalannya penggeledahan tersebut di sekitar kantor Satker Tanggap;Senin, 31 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=1;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231400.jpg;gedung-baru-kpk_20160222_231400.jpg;http://www.tribunnews.com/nasional/2018/12/31/kpk-geledah-kantor-satker-tanggap-darurat-kementerian-pupr-dan-pt-wijaya-kusuma-emindo;KPK Geledah Kantor Satker Tanggap Darurat Kementerian PUPR dan PT Wijaya Kusuma Emindo;http://www.tribunnews.com/nasional/2018/12/31/kpk-geledah-kantor-satker-tanggap-darurat-kementerian-pupr-dan-pt-wijaya-kusuma-emindo;Enam mobil penyidik Komisi Pemberantasan Korupsi (KPK) tampak terparkir di komplek Wisma Sanita, Bendungan Hilir, Jakarta Pusat, Senin (31/12/2018) .;Senin, 31 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201504.jpg;konpers-ott-kementerian-pupr_20181230_201504.jpg;http://www.tribunnews.com/nasional/2018/12/31/mobil-penyidik-terparkir-di-wisma-sanita-kpk-geledah-kantor-satker-tanggap-darurat-pupr;Mobil Penyidik Terparkir di Wisma Sanita, KPK Geledah Kantor Satker Tanggap Darurat PUPR;http://www.tribunnews.com/nasional/2018/12/31/mobil-penyidik-terparkir-di-wisma-sanita-kpk-geledah-kantor-satker-tanggap-darurat-pupr;Juru bicara KPK Febri Diansyah membenarkan penggeledahan tersebut terkait dengan kasus dugaan penerimaan hadiah dan janji oleh pejabat Kementerian;Senin, 31 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/penghujung-tahun-iwan-fals-konser-musik-nyanyian-yang-tersimpan_20181207_142323.jpg;penghujung-tahun-iwan-fals-konser-musik-nyanyian-yang-tersimpan_20181207_142323.jpg;http://www.tribunnews.com/seleb/2018/12/31/komentari-pelaku-korupsi-dana-bencana-iwan-fals-sudahlah-hukum-mati-saja-tega-banget;Komentari Pelaku Korupsi Dana Bencana, Iwan Fals: Sudahlah Hukum Mati Saja, Tega Banget;http://www.tribunnews.com/seleb/2018/12/31/komentari-pelaku-korupsi-dana-bencana-iwan-fals-sudahlah-hukum-mati-saja-tega-banget;Iwan Fals bersuara keras terkait operasi tangkap tangan (OTT) terhadap pejabat Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) dan sejumlah ko;Senin, 31 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konpers-ott-kementerian-pupr_20181230_201528.jpg;konpers-ott-kementerian-pupr_20181230_201528.jpg;http://www.tribunnews.com/nasional/2018/12/31/kpk-kecam-keras-proyek-air-minum-korban-tsunami-palu-jadi-bancakan-korupsi-pejabat-pupr;KPK Kecam Keras Proyek Air Minum Korban Tsunami Palu Jadi Bancakan Korupsi Pejabat PUPR;http://www.tribunnews.com/nasional/2018/12/31/kpk-kecam-keras-proyek-air-minum-korban-tsunami-palu-jadi-bancakan-korupsi-pejabat-pupr;Anggiat, Meina, Nazar, dan Donny diduga menerima suap untuk mengatur lelang proyek pembangunan SPAM Tahun Anggaran 2017-2018;Senin, 31 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/febri-diansyah-nih2.jpg;febri-diansyah-nih2.jpg;http://www.tribunnews.com/nasional/2018/12/30/kpk-sita-satu-mobil-crv-di-rumah-tersangka-korupsi-proyek-spam-pupr;KPK Sita Satu Mobil CRV di Rumah Tersangka Korupsi Proyek SPAM PUPR;http://www.tribunnews.com/nasional/2018/12/30/kpk-sita-satu-mobil-crv-di-rumah-tersangka-korupsi-proyek-spam-pupr;KPK menyita satu unit mobil CRV dari rumah satu tersangka kasus korupsi proyek sistem penyediaan air minum (SPAM).;Minggu, 30 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/barbuk-ott-pupr.jpg;barbuk-ott-pupr.jpg;http://www.tribunnews.com/nasional/2018/12/30/kpk-tetapkan-8-tersangka-kasus-suap-pembangunan-spam-pada-kementerian-pupr;KPK Tetapkan 8 Tersangka Kasus Suap Pembangunan SPAM pada Kementerian PUPR;http://www.tribunnews.com/nasional/2018/12/30/kpk-tetapkan-8-tersangka-kasus-suap-pembangunan-spam-pada-kementerian-pupr;KPK menetapkan 8 orang tersangka terkait dengan dugaan penerimaan hadiah dan janji oleh pajabat Kementerian PUPR.;Minggu, 30 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/febri-diansyah-snap.jpg;febri-diansyah-snap.jpg;http://www.tribunnews.com/nasional/2018/12/29/kpk-masih-periksa-intensif-20-orang-hasil-tangkapan-kasus-korupsi-kementerian-pupr;KPK Masih Periksa Intensif 20 Orang Hasil Tangkapan Kasus Korupsi Kementerian PUPR;http://www.tribunnews.com/nasional/2018/12/29/kpk-masih-periksa-intensif-20-orang-hasil-tangkapan-kasus-korupsi-kementerian-pupr;Jumlah uang yang diamankan sebanyak Rp500 juta dan 25.000 dolar SIngapura dan satu kardus uang kertas yang sedang dihitung.;Sabtu, 29 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/meneteri-pupr1.jpg;meneteri-pupr1.jpg;http://www.tribunnews.com/nasional/2018/12/29/anak-buahnya-kena-operasi-tangkap-tangan-kpk-menteri-pupr-mengaku-sedih;Anak Buahnya Kena Operasi Tangkap Tangan KPK, Menteri PUPR Mengaku Sedih;http://www.tribunnews.com/nasional/2018/12/29/anak-buahnya-kena-operasi-tangkap-tangan-kpk-menteri-pupr-mengaku-sedih;"(Padahal), kami sudah diamanahi untuk melakukan pembangunan infrastruktur dengan sebaik-baiknya,"" ujar Basuki";Sabtu, 29 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/basuki-hadimuljono_20180906_132938.jpg;basuki-hadimuljono_20180906_132938.jpg;http://www.tribunnews.com/nasional/2018/12/29/4-fakta-ott-kpk-di-kementerian-pupr-penjelasan-menteri-pupr-basuki-hadimuljono-hingga-barang-bukti;4 Fakta OTT KPK di Kementerian PUPR, Penjelasan Menteri PUPR Basuki Hadimuljono Hingga Barang Bukti;http://www.tribunnews.com/nasional/2018/12/29/4-fakta-ott-kpk-di-kementerian-pupr-penjelasan-menteri-pupr-basuki-hadimuljono-hingga-barang-bukti;4 Fakta OTT KPK di Kementerian PUPR, Penjelasan Menteri PUPR Basuki Hadimuljono Hingga Barang Bukti Uang Ratusan Juta, Simak Selengkapnya;Sabtu, 29 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/irjen-pupr.jpg;irjen-pupr.jpg;http://www.tribunnews.com/nasional/2018/12/29/ditemani-seorang-staf-irjen-pupr-sambangi-kpk;Ditemani Seorang Staf, Irjen PUPR Sambangi KPK;http://www.tribunnews.com/nasional/2018/12/29/ditemani-seorang-staf-irjen-pupr-sambangi-kpk;Inspektur Jenderal Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) Widiarto terlihat menyambangi Gedung KPK.;Sabtu, 29 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/logo-kpk-ri.jpg;logo-kpk-ri.jpg;http://www.tribunnews.com/section/2018/12/28/fakta-fakta-ott-kpk-di-kementerian-pupr-20-orang-ditangkap-hingga-temuan-uang-ratusan-juta;Fakta-fakta OTT KPK di Kementerian PUPR, 20 Orang Ditangkap hingga Temuan Uang Ratusan Juta;http://www.tribunnews.com/section/2018/12/28/fakta-fakta-ott-kpk-di-kementerian-pupr-20-orang-ditangkap-hingga-temuan-uang-ratusan-juta;Komisi Pemberantasan Korupsi melakukan Operasi Tangkap Tangan (OTT) yang menyasar pejabat di Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR);Jumat, 28 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/wakil-ketua-kpk.jpg;wakil-ketua-kpk.jpg;http://www.tribunnews.com/nasional/2018/12/28/fakta-ott-kementerian-pupr-kpk-amankan-20-orang-uang-rp-500-juta-dan-sgd-25-ribu;Fakta OTT Kementerian PUPR: KPK Amankan 20 Orang, Uang Rp 500 Juta dan SGD 25 Ribu;http://www.tribunnews.com/nasional/2018/12/28/fakta-ott-kementerian-pupr-kpk-amankan-20-orang-uang-rp-500-juta-dan-sgd-25-ribu;Komisi Pemberantasan Korupsi (KPK) mengonfirmasi kebenaran dari giat operasi tangkap tangan (OTT) di lingkungan Kementerian PUPR;Jumat, 28 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/gedung-baru-kpk_20160222_231400.jpg;gedung-baru-kpk_20160222_231400.jpg;http://www.tribunnews.com/nasional/2018/12/28/breaking-news-pejabat-kementerian-pupr-dikabarkan-terjaring-ott-kpk;BREAKING NEWS: Pejabat Kementerian PUPR Dikabarkan Terjaring OTT KPK;http://www.tribunnews.com/nasional/2018/12/28/breaking-news-pejabat-kementerian-pupr-dikabarkan-terjaring-ott-kpk;Komisi Pemberantasan Korupsi (KPK) melakukan operasi tangkap tangan terhadap pejabat Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR).;Jumat, 28 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/pupr-281218-1.jpg;pupr-281218-1.jpg;http://www.tribunnews.com/nasional/2018/12/28/politeknik-pu-siap-dibuka-tahun-2019;Politeknik PU Siap Dibuka Tahun 2019;http://www.tribunnews.com/nasional/2018/12/28/politeknik-pu-siap-dibuka-tahun-2019;Dalam penyelenggaraannya, Kementerian PUPR bekerjasama dengan Universitas Diponegoro.;Jumat, 28 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/zainudin-wudhu.jpg;zainudin-wudhu.jpg;http://www.tribunnews.com/regional/2018/12/26/jalani-sidang-lanjutan-zainudin-hasan-terlihat-santai;Jalani Sidang Lanjutan, Zainudin Hasan Terlihat Santai;http://www.tribunnews.com/regional/2018/12/26/jalani-sidang-lanjutan-zainudin-hasan-terlihat-santai;Bupati Lampung Selatan non aktif Zainudin Hasan sempat melaksanakan salat zuhur di musola komplek pengadilan Tipikor Tanjung Karang, Rabu 26 Desember;Rabu, 26 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/foto-udara-dampak-tsunami-di-desa-sambolo-banten_20181224_214010.jpg;foto-udara-dampak-tsunami-di-desa-sambolo-banten_20181224_214010.jpg;http://www.tribunnews.com/nasional/2018/12/25/kementerian-pupr-proyek-tol-serang-panimbang-dipastikan-aman-dari-terjangan-tsunami;Kementerian PUPR: Proyek Tol Serang-Panimbang Dipastikan Aman dari Terjangan Tsunami;http://www.tribunnews.com/nasional/2018/12/25/kementerian-pupr-proyek-tol-serang-panimbang-dipastikan-aman-dari-terjangan-tsunami;Gelombang tsunami menyapu wilayah Tanjung Lesung dan sekitarnya tak memengaruhi proyek Tol Serang-Panimbang;Selasa, 25 Desember 2018
http://www.tribunnews.com/tag/kementerian-pupr?page=2;http://cdn2.tstatic.net/tribunnews/foto/bank/thumbnails2/konferensi-pers-wakil-presiden-jusuf-kalla-usai-rapat.jpg;konferensi-pers-wakil-presiden-jusuf-kalla-usai-rapat.jpg;http://www.tribunnews.com/nasional/2018/12/23/petang-ini-menteri-basuki-hadimuljono-berangkat-ke-pandeglang;Petang Ini, Menteri Basuki Hadimuljono Berangkat ke Pandeglang;http://www.tribunnews.com/nasional/2018/12/23/petang-ini-menteri-basuki-hadimuljono-berangkat-ke-pandeglang;Basuki Hadimuljono mengatakan, pekerjaan di lapangan terus dilakukan dan akan dihentikan bilamana ada peringatan terjadinya air pasang;Minggu, 23 Desember 2018
