;sentence;polarity;Subjectivity;Sentiment_Type
525;Bantah Bikin Rumit, Stafsus PUPR Ingin soal Kali Item 'Clear';0.34;0.42000000000000004;Positive
526;Bupati Lamsel Adik Zulhas Resmi Jadi Tersangka Suap;0.34;0.42000000000000004;Positive
527;Anies Singgung Stafsus yang Perkeruh Penyelesaian Kali Item;0.34;0.42000000000000004;Positive
528;Pewangi Akan Disemprotkan ke Kali Item untuk Kurangi Bau;0.34;0.42000000000000004;Positive
529;Suap RAPBN, KPK Geledah Rumah Politikus PAN dan Apartemen;0.34;0.42000000000000004;Positive
530;Kali Item Tak Kunjung Jernih, Pemerintah Pusat Turun Tangan;0.34;0.42000000000000004;Positive
531;Semester I, Laba Waskita Karya Melonjak 133 Persen;0.34;0.42000000000000004;Positive
532;Anies: Berita Kali Item Tutupi Hal Positif Jelang Asian Games;0.34;0.42000000000000004;Positive
533;Progres 74 Persen, Monumen Kapsul Waktu Rampung Oktober;0.34;0.42000000000000004;Positive
534;Pemerintah Usul Hapus Poin Keberatan Pengusaha di RUU SDA;0.34;0.42000000000000004;Positive
535;RUU Sumber Daya Air, Pengusaha Merasa Terancam;0.34;0.42000000000000004;Positive
536;Lawan Kejahatan Transnasional, RI-PNG Perkuat Tata Perbatasan;0.34;0.42000000000000004;Positive
537;Menteri PUPR Larang BUMN Garap Proyek di Bawah Rp100 Miliar;0.34;0.42000000000000004;Positive
538;KPK Paparkan Kronologi Tangkap Tangan Bupati Labuhanbatu;0.34;0.42000000000000004;Positive
539;Bekas Model Steffy Terima Aliran Uang dari Gubernur Aceh;0.34;0.42000000000000004;Positive
540;Belanja Barang Jadi Sasaran Efisiensi Anggaran 2019;0.34;0.42000000000000004;Positive
541;Bisnis Air Mineral Kemasan Akan Diperketat;0.34;0.42000000000000004;Positive
542;Rumah DP Nol Rupiah Disebut Akan Dijual Online Akhir Agustus;0.34;0.42000000000000004;Positive
543;Pangonal Harahap, Bupati Labuhanbatu Pengkritik Sukmawati;0.34;0.42000000000000004;Positive
544;Kasus Irwandi Yusuf, Model Steffy Burase Penuhi Panggilan KPK;0.34;0.42000000000000004;Positive
545;Bupati Labuhanbatu Korban OTT KPK Punya 30 Bidang Tanah;0.34;0.42000000000000004;Positive
546;Tarik Uang, Bupati Labuhanbatu Dibekuk KPK di Bandara Soetta;0.34;0.42000000000000004;Positive
547;OTT Bupati Labuhanbatu, KPK Sita Bukti Transaksi Ratusan Juta;0.34;0.42000000000000004;Positive
548;KPK Blokir Rekening Gubernur Aceh Terkait Suap Dana Otsus;0.34;0.42000000000000004;Positive
549;Keluarga Lalu Zohri Tak Pernah Menolak Renovasi Rumah;0.34;0.42000000000000004;Positive
550;Jokowi Resmikan Tol Solo-Ngawi Ruas Kartasura-Sragen;0.34;0.42000000000000004;Positive
551;Geng Jambret 'Bad Boy' Jakarta Utara Incar Pasangan Pacaran;0.34;0.42000000000000004;Positive
552;Menteri LHK: Freeport Masih Konsultasi Pengolahan Limbah;0.34;0.42000000000000004;Positive
553;Lalu Muhammad Zohri Dapat Satu Slot CPNS;0.34;0.42000000000000004;Positive
554;Fotografer yang Tertiban Skuat Kroasia Biasa Liput Perang;0.34;0.42000000000000004;Positive
555;Presiden Joko Widodo Renovasi Rumah Muhammad Zohri;0.34;0.42000000000000004;Positive
556;Tim Kementerian PUPR Langsung Tinjau Rumah Lalu Zohri;0.34;0.42000000000000004;Positive
557;Rekor 'Manusia Tercepat Asia Tenggara' dalam Ancaman Zohri;0.34;0.42000000000000004;Positive
558;Jelang Final, Kroasia Punya Skuat Lebih Sukses dari Prancis;0.34;0.42000000000000004;Positive
559;Marcelo Diklaim Bakal Susul Ronaldo ke Juventus;0.34;0.42000000000000004;Positive
560;Jokowi Instruksikan Menteri PUPR Renovasi Rumah Lalu Zohri;0.34;0.42000000000000004;Positive
561;Wacana Bonus Naik Haji Bagi Atlet Berprestasi di Asian Games;0.34;0.42000000000000004;Positive
562;Pemerintah Beri Bantuan Kredit Murah untuk Rumah Penginapan;0.34;0.42000000000000004;Positive
563;Marak Begal Motor, Pelaku Tak Segan Lepas Tembakan;0.34;0.42000000000000004;Positive
564;Pemerintah Tetapkan Tarif Tol Gempol-Pasuruan;0.34;0.42000000000000004;Positive
565;KPK Telusuri Aliran Suap Irwandi ke Mantan Model Asal Manado;0.34;0.42000000000000004;Positive
566;Penjambret di Cempaka Putih Serahkan Diri ke Polisi;0.34;0.42000000000000004;Positive
567;KPK Geledah Rumah Gubernur Aceh Irwandi Yusuf;0.34;0.42000000000000004;Positive
568;Sandi soal Jambret Marak: Jangan Main Gadget Saat Naik Motor;0.34;0.42000000000000004;Positive
569;Geng Oranye, Kelompok Penjahat yang Menjambret Dirjen PUPR;0.34;0.42000000000000004;Positive
570;Kejahatan Jalanan, Kecerdikan Pelaku dan Kelengahan Aparat;0.34;0.42000000000000004;Positive
571;Tersangka KPK Menang Pilbup Tulunggagung, Kasus Tetap Diusut;0.34;0.42000000000000004;Positive
572;Belanja Infrastruktur Capai Rp 30,38 Triliun;0.34;0.42000000000000004;Positive
573;Kementerian PUPR Lelang Proyek Jalan Senilai Rp2,20 Triliun;0.34;0.42000000000000004;Positive
574;Pagu Indikatif Belanja K/L Dihemat Rp8,8 Triliun pada 2019;0.34;0.42000000000000004;Positive
575;Polda Metro Jaya Antisipasi Jambret Jelang Asian Games;0.34;0.42000000000000004;Positive
576;Kapolda Metro Jaya Perintahkan Tembak Mati Begal dan Jambret;0.34;0.42000000000000004;Positive
577;Polda Metro Jaya Gelar Operasi Khusus Memburu Jambret;0.34;0.42000000000000004;Positive
578;267 Proyek Jalan dan Bendungan Dibiayai Sukuk Rp13,73 Triliun;0.34;0.42000000000000004;Positive
579;KPK Tetapkan Bos PT Sharleen Raya Tersangka Suap Proyek PUPR;0.34;0.42000000000000004;Positive
580;Triliunan Uang Negara Nganggur dan Seretnya Laju Ekonomi RI;0.34;0.42000000000000004;Positive
581;Polisi Tembak Mati Penjambret Dirjen Bina Konstruksi PUP;0.34;0.42000000000000004;Positive
582;Pemerintah Targetkan Bendungan Gondang Rampung Akhir 2018;0.34;0.42000000000000004;Positive
583;Hingga Akhir Tahun, 9 Ruas Tol Trans Jawa Bakal Diresmikan;0.34;0.42000000000000004;Positive
584;Jelang Asian Games, Masih Ada Venue yang Belum Rampung;0.34;0.42000000000000004;Positive
585;Kementerian Kesehatan Serap Belanja Paling Tinggi;0.34;0.42000000000000004;Positive
586;Jelang Asian Games, Jokowi Tinjau Gelora Bung Karno;0.34;0.42000000000000004;Positive
587;Salah Momen Integrasi Tarif Tol JORR;0.34;0.42000000000000004;Positive
588;Penyatuan Tarif Tol JORR, PUPR Kaji Diskon untuk Jarak Dekat;0.34;0.42000000000000004;Positive
589;PUPR: Hitung-hitungan Tarif Tol JORR, Jauh-Dekat Rp15 Ribu;0.34;0.42000000000000004;Positive
590;Bandingkan Tragedi 'Brexit', JK Klaim Mudik 2018 Lebih Baik;0.34;0.42000000000000004;Positive
591;Polemik Tarif Integrasi JORR, PUPR Bantah Fadli Zon;0.34;0.42000000000000004;Positive
592;Darmin: Kenaikan Tarif Tol JORR Terlalu Banyak Dikomentari;0.34;0.42000000000000004;Positive
593;Polling: Mayoritas Pengendara Ogah Pakai Tol JORR Satu Tarif;0.34;0.42000000000000004;Positive
594;Pemerintah Kembali Tunda Kenaikan Tarif Tol JORR;0.34;0.42000000000000004;Positive
595;Fadli Zon: Kenaikan Tarif Tol JORR Hanya Memeras Rakyat;0.34;0.42000000000000004;Positive
596;Ribuan Kendaraan Pemudik Berangsur Balik ke Jakarta;0.34;0.42000000000000004;Positive
597;'Rest Area' di Ruas Tol Fungsional Batang-Pemalang Ditambah;0.34;0.42000000000000004;Positive
598;ALI: Satu Tarif Tol JORR Tak Ampuh Pangkas Biaya Logistik;0.34;0.42000000000000004;Positive
599;Pro Kontra Penyatuan Tarif Tol JORR;0.34;0.42000000000000004;Positive
600;Menteri Siti Temukan Sampah oleh Pemudik di Tol;0.34;0.42000000000000004;Positive
601;Menhub Sebut Jembatan Kali Kuto Dibuka Fungsional Sore Ini;0.34;0.42000000000000004;Positive
602;Satu Tarif Tol JORR Urung Terlaksana Hari Ini;0.34;0.42000000000000004;Positive
603;PUPR Gandeng Lemsaneg Awasi Program FLPP;0.34;0.42000000000000004;Positive
604;Tarif Tol Medan-Tebing Tinggi Seksi I Gratis Sampai 22 Juni;0.34;0.42000000000000004;Positive
605;Kapolda Larang Mobil Reyot Melintas di Jalur Kenteng;0.34;0.42000000000000004;Positive
606;Jalur Kenteng Macet Parah, Sistem Buka-Tutup Diterapkan;0.34;0.42000000000000004;Positive
607;Guns N' Roses Bakal Tampil di Stadion GBK November 2018;0.34;0.42000000000000004;Positive
608;PUPR Butuh Rp138,3 Triliun Bangun Infrastruktur 2019;0.34;0.42000000000000004;Positive
609;Trans Papua Barat Segera Diresmikan;0.34;0.42000000000000004;Positive
610;Tol Trans Sumatera Gratis, Pemudik Padati Jalur Bakauheni;0.34;0.42000000000000004;Positive
611;PDIP Anggap Janggal OTT Wali Kota Blitar oleh KPK;0.34;0.42000000000000004;Positive
612;Tersangka Suap, Eks Bupati Tulungagung Serahkan diri ke KPK;0.34;0.42000000000000004;Positive
613;Jalur Mudik Alternatif dari Banten ke Surabaya;0.34;0.42000000000000004;Positive
614;KPK Geledah Rumah Bupati Tulungagung Nonaktif Syahri Mulyo;0.34;0.42000000000000004;Positive
615;Wali Kota Blitar Samanhudi Anwar Resmi Ditahan KPK;0.34;0.42000000000000004;Positive
616;Besok, Tol Semarang Berlakukan Satu Tarif;0.34;0.42000000000000004;Positive
617;KPK Minta Wali Kota Blitar-Bupati Tulungagung Serahkan Diri;0.34;0.42000000000000004;Positive
618;Kronologi Bupati Halmahera Timur Terima Suap Rp6,3 Miliar;0.34;0.42000000000000004;Positive
619;Pemerintah Gratiskan Pintu Tol Brexit Sampai Lebaran;0.34;0.42000000000000004;Positive
620;Tol Fungsional Solo-Ngawi Layak Digunakan Pemudik;0.34;0.42000000000000004;Positive
621;BUJT Akui Dampak Pemberian Diskon Terhadap Pendapatan;0.34;0.42000000000000004;Positive
622;Realisasi Diskon 10 Persen Ruas Tol Bergantung Kebijakan BUJT;0.34;0.42000000000000004;Positive
623;KPK Periksa Wabup Terkait Suap Bupati Bengkulu Selatan;0.34;0.42000000000000004;Positive
624;Zumi Zola Disebut Ajukan Diri Jadi Justice Collaborator;0.34;0.42000000000000004;Positive
625;PUPR Terbitkan Surat Edaran BUMN Tak Garap Proyek Rp100 M;0.34;0.42000000000000004;Positive
626;Fungsional Saat Lebaran, Tol Pemalang- Batang Masih Gelap;0.34;0.42000000000000004;Positive
627;Jalur Mudik di Pantura Belum 100 Persen Siap;0.34;0.42000000000000004;Positive
628;Jasa Marga akan Terapkan Sistem Satu Tarif untuk Tol Semarang;0.34;0.42000000000000004;Positive
629;Proyek Jalan Lintas Timur Sumatra Dibidik Jalan Maret 2019;0.34;0.42000000000000004;Positive
630;Jadwal dan Tarif Kereta Api Bandara Minangkabau;0.34;0.42000000000000004;Positive
631;YLKI Minta Tempat Peristirahatan di Jalan Tol Diaudit;0.34;0.42000000000000004;Positive
632;Pemerintah Setop Pengerjaan Jalan 10 Hari Sebelum Lebaran;0.34;0.42000000000000004;Positive
633;KPK Geledah Sejumlah Lokasi Terkait Bupati Bengkulu Selatan;0.34;0.42000000000000004;Positive
634;Mudik Jakarta-Surabaya via Tol, Siapkan Rp344 Ribu di e-Toll;0.34;0.42000000000000004;Positive
635;Pekan Depan, Komite Tetapkan Calon Komisioner BP Tapera;0.34;0.42000000000000004;Positive
636;Tarif Tol Bakal Diskon saat Mudik Lebaran 2018;0.34;0.42000000000000004;Positive
637;Jokowi Soal Diskon Tarif Tol Mudik: Itu Urusan Operator;0.34;0.42000000000000004;Positive
638;KPK Perpanjang Masa Penahanan Bupati Halmahera Timur;0.34;0.42000000000000004;Positive
639;Sekolah dan Karyawan Tidak Libur Saat Asian Games 2018;0.34;0.42000000000000004;Positive
640;Selain Emas 1,9 Kg, KPK Sita Jeep Rubicon Bawahan Sri Mulyani;0.34;0.42000000000000004;Positive
641;Kronologi OTT Anggota DPR Amin Santono oleh KPK;0.34;0.42000000000000004;Positive
642;PUPR Klaim Jumlah TKA Sektor Konstruksi Hanya 2 Ribu;0.34;0.42000000000000004;Positive
643;KPK Tetapkan Bupati Mojokerto Tersangka Dua Kasus Gratifikasi;0.34;0.42000000000000004;Positive
644;Pembiayaan Proyek Infrastruktur Non-APBN Capai Rp55,6 Triliun;0.34;0.42000000000000004;Positive
645;Jokowi Soal Rupiah Nyaris Rp14 Ribu: Semua Mata Uang Melemah;0.34;0.42000000000000004;Positive
646;Belanja Infrastruktur PUPR Baru 14 Persen dari Target 2018;0.34;0.42000000000000004;Positive
647;Kebut Asian Games, Sandi Ingin Jakpro Tambah Jam Kerja;0.34;0.42000000000000004;Positive
648;Temani JK Tinjau Venue Asian Games, Sandi Telat Datang;0.34;0.42000000000000004;Positive
649;VIDEO: Mengintip Rusun Khusus Lansia;0.34;0.42000000000000004;Positive
650;VIDEO: Jokowi Ledek Menteri Susi Ingin Jadi Wapres;0.34;0.42000000000000004;Positive
651;Jokowi Sindir Menteri Susi Ingin Jadi Cawapres;0.34;0.42000000000000004;Positive
652;Jokowi Minta Perencanaan Renovasi Banjarnegara Kelar Sebulan;0.34;0.42000000000000004;Positive
653;Senyum Jokowi dan Tak Ingin Direcoki Elektabilitas Tinggi;0.34;0.42000000000000004;Positive
654;Jembatan di Pantura akan Diaudit Sebelum Mudik Lebaran;0.34;0.42000000000000004;Positive
655;Perbaikan Jembatan Widang Diperkirakan Rampung Sebelum Mudik;0.34;0.42000000000000004;Positive
656;Anggaran Gedung DPR Belum Cair, Fahri Sindir Pertemuan IMF;0.34;0.42000000000000004;Positive
657;Pemerintah Restui KPR FLPP untuk Program DP Rp0 Anies-Sandi;0.34;0.42000000000000004;Positive
658;Polisi Selidiki Dugaan Kelalaian dalam Roboh Jembatan Widang;0.34;0.42000000000000004;Positive
659;Basuki Dapat 'Lampu Hijau' Ganti 8 Proyek Bendungan Jokowi;0.34;0.42000000000000004;Positive
660;Jembatan Widang Ambruk, Menhub Siapkan Rekayasa Lalu Lintas;0.34;0.42000000000000004;Positive
661;Pemerintah Tambah Cuti Bersama Lebaran Jadi Delapan Hari;0.34;0.42000000000000004;Positive
662;PUPR Pastikan Jembatan Widang Beroperasi Sebelum Lebaran;0.34;0.42000000000000004;Positive
663;THR PNS Diharapkan Cair Dua Pekan Jelang Lebaran;0.34;0.42000000000000004;Positive
664;Evakuasi Truk di Jembatan Tuban-Lamongan Gunakan Crane;0.34;0.42000000000000004;Positive
665;VIDEO: Proses Evakuasi Korban Ambruknya Jembatan Tumaluntung;0.34;0.42000000000000004;Positive
666;Jembatan Widang Ambruk, Kerugian Materiil Capai Rp40 Miliar;0.34;0.42000000000000004;Positive
667;BPS: Upah Buruh Tani Naik Jadi Rp51.598 per Hari per Orang;0.34;0.42000000000000004;Positive
668;Tol Brebes Timur-Semarang Bisa Dilintasi Saat Mudik Lebaran;0.34;0.42000000000000004;Positive
669;Jokowi Instruksikan Bangun 1,5 Juta Rumah ASN, TNI, dan Polri;0.34;0.42000000000000004;Positive
670;Proyek Tanggul Laut Jakarta 4,5 Km Rampung Agustus 2018;0.34;0.42000000000000004;Positive
671;Mendes Klaim 15 Ribu Desa Tertinggal Sudah 'Naik Kelas';0.34;0.42000000000000004;Positive
672;Venue Menembak Belum Ditentukan Jelang Asian Para Games;0.34;0.42000000000000004;Positive
673;Bedah Rumah Masyarakat, PUPR Rogoh Rp3,2 Triliun;0.34;0.42000000000000004;Positive
674;Anggaran DPR Rp7,7 Triliun Banyak Dihabiskan Buat Gedung Baru;0.34;0.42000000000000004;Positive
675;Penuhi Panggilan KPK, Zumi Bungkam pada Wartawan;0.34;0.42000000000000004;Positive
676;Menteri Rini akan Buka Jalur Transportasi di Ciliwung;0.34;0.42000000000000004;Positive
677;Genjot Pajak Demi Bayar Utang Negara;0.34;0.42000000000000004;Positive
678;Bulan Ini Giliran Petinggi Wijaya Karya dan PTPP Diganti;0.34;0.42000000000000004;Positive
679;Perusahaan Tekstil Pembuang Limbah Citarum Segera Diadili;0.34;0.42000000000000004;Positive
680;Bendungan Jatibarang jadi Contoh Pembangkit Listrik Surya;0.34;0.42000000000000004;Positive
681;Kemenkeu Kaji Tambahan Anggaran Asian Games 2018 Rp1,1 T;0.34;0.42000000000000004;Positive
682;Jokowi Ungkap Alasan BUMN 'Ogah' Garap Proyek Bareng Daerah;0.34;0.42000000000000004;Positive
683;Proyek Citarum Jokowi 'Sedot' Utang Jepang Rp390 Miliar;0.34;0.42000000000000004;Positive
684;Proyek Mega Cita Citarum yang 'Mangkrak' di Era SBY;0.34;0.42000000000000004;Positive
685;Jadi Akses Barang ke Jakarta, Pelabuhan Ratu Berfungsi 2019;0.34;0.42000000000000004;Positive
686;KPK Kembali Panggil Zumi Zola Pekan Ini;0.34;0.42000000000000004;Positive
687;BPK 'Cium' Permasalahan dalam Penetapan Tarif Tol;0.34;0.42000000000000004;Positive
688;Jamin Pasokan Air Saat Asian Games, Pemerintah Tuntaskan SPAM;0.34;0.42000000000000004;Positive
689;Pemerintah Pangkas Tarif Truk yang Melintasi 39 Ruas Tol;0.34;0.42000000000000004;Positive
690;Jonan Harap Studi Pembangkit Listrik Arus Laut Segera Rampung;0.34;0.42000000000000004;Positive
691;Jokowi Ingin Tarif Tol Turun untuk Kendaraan Logistik Saja;0.34;0.42000000000000004;Positive
692;PDIP Sindir Partai Baru yang Usulkan Cawapres untuk Jokowi;0.34;0.42000000000000004;Positive
693;Investor Minta Penurunan Tarif Tak Ganggu Bisnis Jalan Tol;0.34;0.42000000000000004;Positive
694;Konsesi Tol Diperpanjang, Pemerintah Siapkan Skema Bantuan;0.34;0.42000000000000004;Positive
695;Dua Menteri Ekonomi Bahas Dua Skema Penurunan Tarif Tol;0.34;0.42000000000000004;Positive
696;Lelang Paket Pekerjaan Kementerian PUPR Baru 60,9 Persen;0.34;0.42000000000000004;Positive
697;Komisioner BP Tapera 'Haram' dari Partai Politik;0.34;0.42000000000000004;Positive
698;Pulau Mules, Surga Surfing dan Selam di Kabupaten Manggarai;0.34;0.42000000000000004;Positive
699;PSI Usulkan AHY untuk Jabat Menteri Pertahanan;0.34;0.42000000000000004;Positive
700;Tarif Tol Turun, Pengawasan Kendaraan Berat Diperketat;0.34;0.42000000000000004;Positive
701;Jokowi: Tarif Tol Turun Akhir Bulan;0.34;0.42000000000000004;Positive
702;Tarif Tol Turun, Pemerintah Akan Kasih Keringanan Pajak BUJT;0.34;0.42000000000000004;Positive
703;Beroperasi 2019, BP Tapera Tampung Aset Bapertarum PNS Rp12 T;0.34;0.42000000000000004;Positive
704;Pemerintah Urung Lebur Asabri dengan Bapertarum PNS;0.34;0.42000000000000004;Positive
705;Bapertarum PNS Berakhir, Seleksi Komisioner BP Tapera Dimulai;0.34;0.42000000000000004;Positive
706;Tarif Tol Bakal Turun Sebelum Lebaran;0.34;0.42000000000000004;Positive
707;BUMN Karya Tak Akan Sentuh Proyek Kurang Dari Rp100 Miliar;0.34;0.42000000000000004;Positive
708;Kewajiban Tambah Direktur Keselamatan Hanya untuk Waskita;0.34;0.42000000000000004;Positive
709;Empat Direksi Waskita Akan 'Dipecat' Terkait Kecelakaan Kerja;0.34;0.42000000000000004;Positive
710;Terima Suap Proyek Jalan, Politikus PKS Divonis 9 Tahun;0.34;0.42000000000000004;Positive
711;Kecelakaan Kerja, Izin Usaha Waskita Berpotensi Dibekukan;0.34;0.42000000000000004;Positive
712;Menteri PUPR Mengaku Pernah Kena Denda Pajak Rp80 Juta;0.34;0.42000000000000004;Positive
713;Penjualan Sukuk Ritel Tahun Ini Melempem Cuma Rp8,43 Triliun;0.34;0.42000000000000004;Positive
714;Niat Meriung Tarminah Berujung Maut di Pasar Rumput;0.34;0.42000000000000004;Positive
715;Kementerian PUPR Bentuk Satgas Awasi Pembangunan Rumah;0.34;0.42000000000000004;Positive
716;Air Tanah, Anies dan Derita 'Karat Besi' Warga Kalideres;0.34;0.42000000000000004;Positive
717;Direksi BUMN Karya yang Dicopot Terancam Masuk Daftar Hitam;0.34;0.42000000000000004;Positive
718;PUPR Minta Anies Bebaskan Bidara Cina Demi Sodetan Ciliwung;0.34;0.42000000000000004;Positive
719;Pemenuhan Kebutuhan Air Jakarta dari PAM Jaya Masih 60 Persen;0.34;0.42000000000000004;Positive
720;Menteri Basuki Minta Rini Segera Ganti Direksi Waskita;0.34;0.42000000000000004;Positive
721;Menteri Basuki Usul Direksi BUMN Karya Kena Sanksi;0.34;0.42000000000000004;Positive
722;Trans Siap Bangun The Trans Icon Rp2 Triliun di Surabaya;0.34;0.42000000000000004;Positive
723;Merasa Tertipu, Puluhan Konsumen Sipoa Grup Mengadu ke DPR;0.34;0.42000000000000004;Positive
724;Wisata Musik, Potensi yang Diabaikan;0.34;0.42000000000000004;Positive
725;Dugaan Korupsi Underpass Bandara, Waskita Janji Kooperatif;0.34;0.42000000000000004;Positive
726;Ruas Tol Salatiga-Kartasura Ditarget Layani Arus Mudik 2018;0.34;0.42000000000000004;Positive
727;Polisi Ciduk Dua Jurnalis Diduga Cemarkan Nama Kapolda Sumut;0.34;0.42000000000000004;Positive
728;Batam Bakal Bangun LRT Senilai Rp13 Triliun;0.34;0.42000000000000004;Positive
729;Jokowi Tagih Detail Progres Persiapan Asian Games;0.34;0.42000000000000004;Positive
730;Kementerian PUPR Studi Kelayakan Proyek Jembatan Batam-Bintan;0.34;0.42000000000000004;Positive
731;Rumah Sengketa Halangi Proyek Tol Semarang-Batang;0.34;0.42000000000000004;Positive
732;Usai Evaluasi, Kemenhub Berambisi Akselerasi Proyek Elevated;0.34;0.42000000000000004;Positive
733;Usai Waskita, Menteri BUMN Pastikan Copot BUMN Karya Lainnya;0.34;0.42000000000000004;Positive
734;Dua Proyek Preservasi Jalan Nasional Ditawarkan Berskema KPBU;0.34;0.42000000000000004;Positive
735;Kementerian PUPR: 38 Proyek Jalan Layang Lolos Hasil Evaluasi;0.34;0.42000000000000004;Positive
736;Pemerintah Kebut Proyek Jalan Paralel Perbatasan Kalbar;0.34;0.42000000000000004;Positive
737;Sanksi Kecelakaan Kerja, Direksi Waskita Karya Bakal Dicopot;0.34;0.42000000000000004;Positive
738;Jalan Trans Papua Barat Sepanjang 1.070 KM Resmi Tersambung;0.34;0.42000000000000004;Positive
739;Bau Tak Sedap Sungai Dekat Wisma Atlet Jadi Fokus Pemprov DKI;0.34;0.42000000000000004;Positive
740;Dapat Tugas dari Jokowi, Anies Sebut 2018 Tahun Kerja;0.34;0.42000000000000004;Positive
741;Rini Bakal Ungkap Hasil Evaluasi Direksi BUMN Karya saat RUPS;0.34;0.42000000000000004;Positive
742;Raih Peluang, Saham Konstruksi Bisa Jadi 'Menu' Pekan Ini;0.34;0.42000000000000004;Positive
743;DPR Nilai Moratorium Proyek Infrastruktur Telat Dilakukan;0.34;0.42000000000000004;Positive
744;Jadi BP Tapera, Kemenkeu Jamin Saldo Bapertarum PNS;0.34;0.42000000000000004;Positive
745;Marga Mandala Klaim Penugasan Tol Merak ke Pelabuhan;0.34;0.42000000000000004;Positive
746;Cerita Pekerja Proyek Infrastruktur yang Digenjot;0.34;0.42000000000000004;Positive
747;Usai Proyek Elevated, PUPR Evaluasi 32 Proyek Jalan Tol;0.34;0.42000000000000004;Positive
748;Asabri Bantah Peleburan dengan Bapertarum PNS jadi BP Tapera;0.34;0.42000000000000004;Positive
749;Tol Jakarta-Cikampek Terapkan Ganjil-Genap Mulai 12 Maret;0.34;0.42000000000000004;Positive
750;Bentuk BP Tapera, Pemerintah Lebur Bapertarum PNS dan Asabri;0.34;0.42000000000000004;Positive
751;Sri Mulyani: Moratorium Proyek Baik untuk Jangka Panjang;0.34;0.42000000000000004;Positive
752;Politikus PKS Yudi Widiana Dituntut 10 Tahun Penjara;0.34;0.42000000000000004;Positive
753;DPR : Pengawasan SOP Proyek Jalan Layang Mendesak;0.34;0.42000000000000004;Positive
754;Wiranto Minta Kecelakaan Infrastruktur Tak Dikaitkan Sabotase;0.34;0.42000000000000004;Positive
755;Persatuan Insinyur: Ada Kegagalan Heavy Lifting Tol Becakayu;0.34;0.42000000000000004;Positive
756;Menteri Rini: Setiap Proyek Akan Diawasi Secara Ketat;0.34;0.42000000000000004;Positive
757;Ditunda Sementara, Anies Pastikan Proyek LRT Tak Molor;0.34;0.42000000000000004;Positive
758;Pemerintah Pastikan Penanggung Jawab Proyek Kena Sanksi;0.34;0.42000000000000004;Positive
759;Evaluasi Infrastruktur, Anies Minta Proyek LRT Tak Disetop;0.34;0.42000000000000004;Positive
760;Evaluasi Proyek Infrastruktur 'Elevated' Diserahkan pada AKI;0.34;0.42000000000000004;Positive
761;Evaluasi Tragedi Infrastruktur, Proyek LRT Ikut Disetop;0.34;0.42000000000000004;Positive
762;Belum Semua Venue Asian Games di Jakarta Capai 100 Persen;0.34;0.42000000000000004;Positive
763;Menteri Rini Bakal Evaluasi Kecelakaan Tol Becakayu;0.34;0.42000000000000004;Positive
764;Proyek Elevated di Seluruh Indonesia Disetop Sementara;0.34;0.42000000000000004;Positive
765;Polisi Periksa Saksi Ambruknya Tiang Tol Becakayu;0.34;0.42000000000000004;Positive
766;Jokowi Minta Menteri PUPR Awasi Ketat Proyek Infrastruktur;0.34;0.42000000000000004;Positive
767;Proyek Ambruk, Saham Waskita Karya Melemah;0.34;0.42000000000000004;Positive
768;Tiang Ambruk, Proyek Elevated Tol Becakayu Dihentikan;0.34;0.42000000000000004;Positive
769;Bapertarum PNS Akan Beralih Jadi BP Tapera Maret 2018;0.34;0.42000000000000004;Positive
770;Pemprov DKI Batal Urunan Dana Renovasi Stadion GBK;0.34;0.42000000000000004;Positive
771;Dirut GBK: Lebih Baik Pintu Rusak Ketimbang Ada Korban Jiwa;0.34;0.42000000000000004;Positive
772;Menteri Basuki: 2018, Target Bangun Rumah Hanya 900 Ribu Unit;0.34;0.42000000000000004;Positive
773;Proyek LRT Tersendat Jelang Tenggat Asian Games 2018;0.34;0.42000000000000004;Positive
774;JK Respons Perusakan Stadion GBK oleh Suporter;0.34;0.42000000000000004;Positive
775;Suplai Air Mendesak, Tiga Bendungan Sulsel Dipercepat;0.34;0.42000000000000004;Positive
776;Anies: Tegur dan Laporkan Para Perusak Stadion GBK;0.34;0.42000000000000004;Positive
777;Tahun Lalu, Pembangunan Rumah Belum Tembus Satu Juta Unit;0.34;0.42000000000000004;Positive
778;KPK Dalami Dana Kontraktor Terkait Suap Bupati Mustafa;0.34;0.42000000000000004;Positive
779;Kronologi OTT Suap Pinjaman Daerah Lampung Tengah;0.34;0.42000000000000004;Positive
780;Pemprov DKI Bangun Rusun Warga Terdampak Sodetan Ciliwung;0.34;0.42000000000000004;Positive
781;Perintah Zumi Zola, Anak Buah Serahkan Suap ke Anggota DPRD;0.34;0.42000000000000004;Positive
782;Golkar Minta Pemerintah Wujudkan Kedaulatan Pangan;0.34;0.42000000000000004;Positive
783;Bupati Halmahera Timur Bantah Terima Uang Suap 6,3 Milyar;0.34;0.42000000000000004;Positive
784;Sudah Aman Dikunjungi, Puncak Masih Sepi Turis;0.34;0.42000000000000004;Positive
785;Kenaikan Harga Rumah Diperkirakan Berlanjut di Awal 2018;0.34;0.42000000000000004;Positive
786;Mulai 15 Februari, Tarif Tol Cipularang dan Purbaleunyi Naik;0.34;0.42000000000000004;Positive
787;VIDEO: Warung-warung di Puncak Dibongkar;0.34;0.42000000000000004;Positive
788;Atasi Stunting, Pemerintah Perbaiki Infrastruktur Sanitasi;0.34;0.42000000000000004;Positive
