;sentence;polarity;Subjectivity;Sentiment_Type
264;Longsor Dibersihkan, Jalur Cianjur-Bandung Masih Lumpuh;0.34;0.42000000000000004;Positive
265;Sri Mulyani Masih Kaji Rencana Pembiayaan Rumah Murah ASN;0.34;0.42000000000000004;Positive
266;Tarif Tol Pejagan-Pemalang Mulai Rp1.000 per Kilometer;0.34;0.42000000000000004;Positive
267;KPK Sita Tanah Adik Zulhas Senilai Rp6 Miliar;0.34;0.42000000000000004;Positive
268;Ruas Tol Jakarta-Surabaya Ditargetkan Berfungsi Saat Natal;0.34;0.42000000000000004;Positive
269;Resmikan Ruas Tol Pejagan-Pemalang, Jokowi Harap Ekonomi Rata;0.34;0.42000000000000004;Positive
270;Menteri Basuki Ingin Sebagian Wisma Atlet untuk PNS PUPR;0.34;0.42000000000000004;Positive
271;Menko Puan Minta Kebijakan Rumah ASN dan TNI Tak Dipolitisasi;0.34;0.42000000000000004;Positive
272;Pemerintah Manfaatkan Tanah Negara untuk Rumah Murah PNS;0.34;0.42000000000000004;Positive
273;Suap Meikarta, KPK Sebut Terkait Kepentingan Lippo Group;0.34;0.42000000000000004;Positive
274;Jokowi Jamin TNI, Polri, dan ASN Bisa Dapat Rumah Murah;0.34;0.42000000000000004;Positive
275;Bupati Bekasi Kembalikan Rp3 M ke KPK Terkait Izin Meikarta;0.34;0.42000000000000004;Positive
276;Bupati Labuhanbatu Akui Terima Suap Rp40 Miliar;0.34;0.42000000000000004;Positive
277;Billy Sindoro Bantah Pernah Bahas Suap dengan Bupati Bekasi;0.34;0.42000000000000004;Positive
278;Pemkot Padang Tanggap Darurat Banjir Selama Tujuh Hari;0.34;0.42000000000000004;Positive
279;Tol Salatiga-Kartasura Bisa untuk Mudik Natal dan Tahun Baru;0.34;0.42000000000000004;Positive
280;KPK Duga Adik Zulhas Gunakan Uang Korupsi untuk Acara PAN;0.34;0.42000000000000004;Positive
281;Kasus Meikarta, KPK Periksa Dua Direktur Keuangan Lippo;0.34;0.42000000000000004;Positive
282;Jokowi Perintahkan Sertifikasi Pekerja Konstruksi Dikebut;0.34;0.42000000000000004;Positive
283;Paripurna DPR Pengesahan APBN 2019 Banyak Kursi Kosong;0.34;0.42000000000000004;Positive
284;Mengaku Bersalah, Zumi Zola Minta Hakim Kabulkan JC;0.34;0.42000000000000004;Positive
285;Masyarakat Yakin Penghapusan Tarif Suramadu Dorong Investasi;0.34;0.42000000000000004;Positive
286;PUPR: RAPBN 2019 Memuat Biaya Perawatan Suramadu;0.34;0.42000000000000004;Positive
287;Menteri Basuki 'Satukan' Keluarga Lewat Masakan Jawa;0.34;0.42000000000000004;Positive
288;Hari Ini Jokowi Gratiskan Tarif Tol Jembatan Suramadu;0.34;0.42000000000000004;Positive
289;KPK Ungkap Tarif Jabatan Terkait Suap Bupati Cirebon;0.34;0.42000000000000004;Positive
290;Bupati Cirebon Bantah Terima Suap;0.34;0.42000000000000004;Positive
291;Wiranto Sebut Masa Tanggap Darurat di Palu Berakhir Besok;0.34;0.42000000000000004;Positive
292;Bupati dan Pejabat Kabupaten Cirebon Jadi Tersangka Suap;0.34;0.42000000000000004;Positive
293;KPK Masih Selidiki Keterlibatan James Riyadi di Suap Meikarta;0.34;0.42000000000000004;Positive
294;KPK Periksa Dokter RS Pondok Indah Terkait Adik Zulhas;0.34;0.42000000000000004;Positive
295;Ribuan Kasus Sengketa Tanah Masih Menggantung;0.34;0.42000000000000004;Positive
296;Menteri PUPR Sebut Lapindo Bayar Dana Talangan Usai Putusan;0.34;0.42000000000000004;Positive
297;KPK Perpanjang Masa Tahanan Adik Zulkifli Hasan;0.34;0.42000000000000004;Positive
298;Menkes Sebut Angka Stunting pada Balita Turun 30,8 Persen;0.34;0.42000000000000004;Positive
299;Petinggi RS Siloam Diperiksa Terkait Suap Proyek Meikarta;0.34;0.42000000000000004;Positive
300;Capaian Infrastruktur Jokowi Selama 4 Tahun Memerintah;0.34;0.42000000000000004;Positive
301;PUPR Soal RUU Pertanahan: Daftar Masalah Belum Solid;0.34;0.42000000000000004;Positive
302;Pemerintah Bakal Bangun Rumah 'Instan' Tahan Gempa di Palu;0.34;0.42000000000000004;Positive
303;BMKG Pasang 20 Sensor Gempa di Sulawesi Tengah;0.34;0.42000000000000004;Positive
304;Terjerat Kasus Suap Meikarta, Bupati Bekasi Minta Maaf;0.34;0.42000000000000004;Positive
305;BP Tapera akan Cairkan Rp2,5 T untuk Modal Awal pada 2018;0.34;0.42000000000000004;Positive
306;Persiapan Program Tabungan Perumahan Rakyat belum Beres;0.34;0.42000000000000004;Positive
307;KPK Periksa Silang Para Tersangka Suap Proyek Meikarta;0.34;0.42000000000000004;Positive
308;Pengembang Akui Bisnis Properti Rawan Suap;0.34;0.42000000000000004;Positive
309;Kementerian PUPR Yakin Program Sejuta Rumah Lampaui Target;0.34;0.42000000000000004;Positive
310;Jurkam Prabowo Duga Suap Meikarta Ada Kaitan ke Timses Jokowi;0.34;0.42000000000000004;Positive
311;Ridwan Kamil Kaji Ulang Proyek Meikarta;0.34;0.42000000000000004;Positive
312;Kesaksian James Riady soal Suap Meikarta Akan Dikorek KPK;0.34;0.42000000000000004;Positive
313;Sofyan Djalil: Persetujuan Izin Meikarta 84 Hektare;0.34;0.42000000000000004;Positive
314;KPK Sita Tanah dan Speedboat Adik Zulhas Terkait Cuci Uang;0.34;0.42000000000000004;Positive
315;KPK Tetapkan Adik Zulhas Tersangka Cuci Uang Rp57 Miliar;0.34;0.42000000000000004;Positive
316;Kementerian ATR: Meikarta Sempat Tak Penuhi Aturan Tata Ruang;0.34;0.42000000000000004;Positive
317;Denny Indrayana Minta Maaf ke KPK soal Nasib Proyek Meikarta;0.34;0.42000000000000004;Positive
318;KPK Sita Dokumen Rencana Proyek Meikarta di Rumah Bos Lippo;0.34;0.42000000000000004;Positive
319;Kasus Suap Meikarta, KPK Geledah Kantor Lippo Cikarang;0.34;0.42000000000000004;Positive
320;KPK: Bupati Bekasi Sedang Hamil Empat Bulan;0.34;0.42000000000000004;Positive
321;KPK Sita Rupiah dan Yuan dari Rumah Bupati Bekasi;0.34;0.42000000000000004;Positive
322;KPK Tak Akan Campur Tangan Kelanjutan Proyek Meikarta;0.34;0.42000000000000004;Positive
323;PUPR: Kontrak Tiga Bendungan Bernilai Rp8,44 Triliun Dimulai;0.34;0.42000000000000004;Positive
324;Kasus Suap Meikarta dan Dilema Perizinan di Indonesia;0.34;0.42000000000000004;Positive
325;Geliat Proyek Meikarta Usai OTT Bos Lippo dan Bupati Bekasi;0.34;0.42000000000000004;Positive
326;Kode Suap Meikarta: Tina Toon, Susi hingga Babe;0.34;0.42000000000000004;Positive
327;Geledah Rumah James Riady, KPK Cari Bukti Suap Meikarta;0.34;0.42000000000000004;Positive
328;Kasus Meikarta, KPK Geledah Rumah Bos Lippo Group James Riady;0.34;0.42000000000000004;Positive
329;Rutan Penuh, KPK Titipkan Bos Lippo di Polda Metro Jaya;0.34;0.42000000000000004;Positive
330;'Babe', Kode Lain dalam Kasus Suap Proyek Meikarta;0.34;0.42000000000000004;Positive
331;KPK Geledah Rumah Bos Lippo Cari Bukti Suap Meikarta;0.34;0.42000000000000004;Positive
332;Progres Capai 93 Persen, Tol Semarang-Batang Siap Beroperasi;0.34;0.42000000000000004;Positive
333;Kasus Suap Meikarta, KPK Geledah Kantor PT Lippo Karawaci;0.34;0.42000000000000004;Positive
334;Sampai September, Pencairan Utang Pemerintah Turun 25 Persen;0.34;0.42000000000000004;Positive
335;Hingga September 2018, Kantong Negara Terisi Rp1.312 Triliun;0.34;0.42000000000000004;Positive
336;Hutama Karya Garap Tol Palembang-Bengkulu Senilai Rp30,8 T;0.34;0.42000000000000004;Positive
337;Hunian Korban Gempa Palu Bisa Jadi Peluang Bisnis Baja;0.34;0.42000000000000004;Positive
338;Dugaan Suap Bupati Bekasi Harus Jadi Peringatan Jawa Barat;0.34;0.42000000000000004;Positive
339;KPK Siap Periksa Lippo Group Terkait Suap Meikarta;0.34;0.42000000000000004;Positive
340;Bupati Bekasi Neneng Hasanah Ditahan KPK;0.34;0.42000000000000004;Positive
341;Menko Darmin Sebut Logistik 'Acak-acak' Kesiapan B20;0.34;0.42000000000000004;Positive
342;Benahi Palu, Pemerintah Tak Tutup Opsi Pinjaman Asing;0.34;0.42000000000000004;Positive
343;KPK Sita BMW Pejabat Bekasi Tersangka Suap Izin Meikarta;0.34;0.42000000000000004;Positive
344;Peluru Nyasar DPR, Masinton Usul Lapangan Tembak Dipindahkan;0.34;0.42000000000000004;Positive
345;Kementerian PUPR Tarik Pinjaman Bank Dunia Rp1,9 Triliun;0.34;0.42000000000000004;Positive
346;Terjerat Suap, Bupati Bekasi Dicopot dari Tim Kampanye Jokowi;0.34;0.42000000000000004;Positive
347;Proyek Meikarta Sempat Dibahas Komisi II Agar Patuh Aturan;0.34;0.42000000000000004;Positive
348;Bos Lippo Billy Sindoro Ditahan KPK Terkait Suap Meikarta;0.34;0.42000000000000004;Positive
349;Anak Usaha Lippo Siap Bantu KPK Usut Suap Proyek Meikarta;0.34;0.42000000000000004;Positive
350;Jokowi Ingin Seluruh Provinsi Ramah untuk Kaum Difabel;0.34;0.42000000000000004;Positive
351;Terima Suap Sin$90 Ribu, Pejabat Bekasi Menyerahkan Diri;0.34;0.42000000000000004;Positive
352;Hindari OTT, Menteri Basuki Minta Bawahan Bekerja Profesional;0.34;0.42000000000000004;Positive
353;DPRD Jawa Tengah Tolak Pembangunan Tol Bawen-Yogya;0.34;0.42000000000000004;Positive
354;Terjerat Suap Meikarta, Bupati Bekasi Punya Harta Rp73,4 M;0.34;0.42000000000000004;Positive
355;KPK Tahan Enam Tersangka Suap Proyek Meikarta Secara Terpisah;0.34;0.42000000000000004;Positive
356;Golkar Nonaktifkan Bupati Bekasi yang Terjerat Suap Meikarta;0.34;0.42000000000000004;Positive
357;Bangun Kota Palu Baru, Pemerintah Siapkan Rp6 Triliun;0.34;0.42000000000000004;Positive
358;OTT Suap Meikarta, KPK Sebut Satu Tersangka Sempat Lolos;0.34;0.42000000000000004;Positive
359;Ditangkap KPK, Bupati Bekasi dan Bos Lippo Group Bungkam;0.34;0.42000000000000004;Positive
360;Kronologi KPK Ungkap Suap Perizinan Meikarta;0.34;0.42000000000000004;Positive
361;KPK Sebut Tersangka Suap Meikarta Pakai Samaran Tina Toon;0.34;0.42000000000000004;Positive
362;Lippo Group Siapkan Rp13 M untuk Loloskan Izin Meikarta;0.34;0.42000000000000004;Positive
363;Bupati Bekasi dan Bos Lippo Group Tersangka Suap Meikarta;0.34;0.42000000000000004;Positive
364;Lippo Suap Rp7 M Pejabat Bekasi untuk 774 Ha Proyek Meikarta;0.34;0.42000000000000004;Positive
365;PUPR: Jalan Tol Layang Jakarta-Cikampek Rampung Maret 2019;0.34;0.42000000000000004;Positive
366;Pemerintah Pangkas Syarat Bantuan Rumah Korban Gempa Lombok;0.34;0.42000000000000004;Positive
367;Wiranto Bantah Tolak Relawan Asing di Sulawesi Tengah;0.34;0.42000000000000004;Positive
368;KPK: OTT di Bekasi Terkait Izin Proyek Meikarta;0.34;0.42000000000000004;Positive
369;Hajatan IMF-World Bank Pacu Roda Ekonomi Banyuwangi;0.34;0.42000000000000004;Positive
370;OTT KPK di Kabupaten Bekasi terkait Izin Properti;0.34;0.42000000000000004;Positive
371;OTT di Kabupaten Bekasi, KPK Amankan 10 Orang;0.34;0.42000000000000004;Positive
372;PUPR: 13 Ruas Tol Baru Siap Beroperasi Sampai Akhir Tahun Ini;0.34;0.42000000000000004;Positive
373;ESDM Sebut Pasokan Energi di Palu Belum 100 Persen Pulih;0.34;0.42000000000000004;Positive
374;Geledah Rumah Bupati Malang, KPK Sita Uang Sin$15 Ribu;0.34;0.42000000000000004;Positive
375;PT NKE Didakwa Rugikan Keuangan Negara Rp25,9 Miliar;0.34;0.42000000000000004;Positive
376;53 Proyek Berpotensi Dicoret dari Proyek Strategis Nasional;0.34;0.42000000000000004;Positive
377;PTPP Tawarkan Delapan Proyek Infrastruktur dalam Forum IMF-WB;0.34;0.42000000000000004;Positive
378;KPK Usut Aset Adik Zulkifli Hasan Terkait Suap Proyek Lamsel;0.34;0.42000000000000004;Positive
379;KPK Periksa Bos 9 Naga Emas soal Kasus Suap Adik Ketua MPR;0.34;0.42000000000000004;Positive
380;Jurkam Jokowi Sebut Hajatan IMF di Bali Usulan Rezim SBY;0.34;0.42000000000000004;Positive
381;BNPB: Air Bersih Dijatah untuk Warga Korban Gempa Palu;0.34;0.42000000000000004;Positive
382;Kemkeu Buat Badan Baru Tampung Dana Pembangunan Berkelanjutan;0.34;0.42000000000000004;Positive
383;Mobil Terbakar di Tol Cipali, Anies Baswedan Urus Jenazah;0.34;0.42000000000000004;Positive
384;Bank Dunia akan Kucurkan Utang Rp13,86 T untuk Enam Proyek RI;0.34;0.42000000000000004;Positive
385;Palu dan Donggala Diproyeksikan Pulih dalam 2 Tahun;0.34;0.42000000000000004;Positive
386;'Harta Karun' di Balik Pertemuan IMF-World Bank di Bali;0.34;0.42000000000000004;Positive
387;Besok, JK Kunjungi Korban Gempa Palu;0.34;0.42000000000000004;Positive
388;KPK Dikabarkan OTT di Pasuruan;0.34;0.42000000000000004;Positive
389;Jembatan Kuning, 'Warisan' SBY yang Kini Tergerus Tsunami;0.34;0.42000000000000004;Positive
390;BPJT: Integrasi Tarif JORR Bisa Tekan Income Pengusaha Tol;0.34;0.42000000000000004;Positive
391;Pemerintah Bentuk Pusat Logistik Peralatan Penanganan Gempa;0.34;0.42000000000000004;Positive
392;Jokowi Kembali Tengok Korban Gempa-Tsunami Sulteng Hari Ini;0.34;0.42000000000000004;Positive
393;Tak Dapat Proyek, 30 Kontraktor Asing Tutup;0.34;0.42000000000000004;Positive
394;Pemerintah Susun Inpres Penanganan Gempa-Tsunami Sulteng;0.34;0.42000000000000004;Positive
395;Gempa Palu, PUPR Minta Kontraktor Bantu Mobilisasi Alat Berat;0.34;0.42000000000000004;Positive
396;Gempa Palu, Nilai Bangunan yang Diasuransikan Rp2,3 Triliun;0.34;0.42000000000000004;Positive
397;Jokowi soal Bencana Nasional: Yang Penting Penanganan Cepat;0.34;0.42000000000000004;Positive
398;Rurang Mural, Solusi Bali Mempercantik Gang di Perkotaan;0.34;0.42000000000000004;Positive
399;Sri Mulyani Cairkan Rp560 M untuk Gempa Donggala dan Palu;0.34;0.42000000000000004;Positive
400;Ironi Negara Maritim Kesulitan Deteksi Tsunami;0.34;0.42000000000000004;Positive
401;Warga Demo Korem, Minta Bantuan Dikirim ke Tenda Pengungsian;0.34;0.42000000000000004;Positive
402;Kementerian PUPR Kirim Alat Berat dan Sanitasi ke Palu;0.34;0.42000000000000004;Positive
403;Persiapan Asian Para Games 2018 di GBK Tertahan;0.34;0.42000000000000004;Positive
404;Terima Suap, Bupati Halmahera Timur Divonis 4,5 Tahun Penjara;0.34;0.42000000000000004;Positive
405;PII Fokus Penjaminan Proyek Jalan dan Perhubungan Tahun Depan;0.34;0.42000000000000004;Positive
406;Penyatuan Tarif Tol JORR, Bintaro-Pondok Aren Tetap Rp3 Ribu;0.34;0.42000000000000004;Positive
407;Kementerian PUPR Cari 1000 CPNS, 10% Jatah Bagi Cum Laude;0.34;0.42000000000000004;Positive
408;Cegah Kecelakaan, PUPR Uji Sertifikasi Operator Alat Berat;0.34;0.42000000000000004;Positive
409;Pemerintah Undang Masuk Investor Spanyol Bidang Infrastruktur;0.34;0.42000000000000004;Positive
410;Kemenpar Akan Gelar Rakornas Investasi Pariwisata;0.34;0.42000000000000004;Positive
411;Cerita dari Perbatasan: Tembang Via Vallen di Batas Negara;0.34;0.42000000000000004;Positive
412;Underpass Simpang Tugu Ngurah Rai Bali Resmi Dibuka;0.34;0.42000000000000004;Positive
413;Tarif Toll JORR Jauh Dekat Rp15 Ribu Berlaku 29 September;0.34;0.42000000000000004;Positive
414;Tarif Tol JORR Jauh Dekat Rp15 Ribu Tak Berlaku Besok;0.34;0.42000000000000004;Positive
415;Jokowi Bentuk Tim Peningkatan Penggunaan Produksi Domestik;0.34;0.42000000000000004;Positive
416;India dan Nepal Disebut 'Kepincut' Program Dana Desa Jokowi;0.34;0.42000000000000004;Positive
417;Daftar Kementerian yang Paling Banyak Diincar dalam CPNS;0.34;0.42000000000000004;Positive
418;Korban Lumpur Lapindo Sebut Ada Oknum BPLS Minta Imbalan;0.34;0.42000000000000004;Positive
419;Konstruksi Jalan Jayapura-Wamena Rampung Akhir 2018;0.34;0.42000000000000004;Positive
420;Pascagempa, Pariwisata NTB Dipastikan Segera Pulih;0.34;0.42000000000000004;Positive
421;Menteri PUPR Jamin Tak Ada Kenaikan 'Terselubung' Tarif Tol;0.34;0.42000000000000004;Positive
422;Duit Suap 'Ketuk Palu' RAPBD Jambi dari Zumi Zola Pakai Kode;0.34;0.42000000000000004;Positive
423;Tol JORR 2 Beroperasi 2019, Distribusi Diklaim Lebih Lancar;0.34;0.42000000000000004;Positive
424;Akhir September, Pengintegrasian tarif Tol JORR Diberlakukan;0.34;0.42000000000000004;Positive
425;Darmin Sebut Penundaan Proyek Strategis Bergantung Kebutuhan;0.34;0.42000000000000004;Positive
426;DKI dan Kemenhub Terbanyak Pekerjakan PNS Terpidana Korupsi;0.34;0.42000000000000004;Positive
427;Soal Alih Fungsi Wisma Atlet, Anies Duduk Bersama Kementerian;0.34;0.42000000000000004;Positive
428;BNPB Sebut Total Kerugian Gempa Lombok Capai Rp12 Triliun;0.34;0.42000000000000004;Positive
429;Proyek Strategis yang Sedot Banyak Impor Ditunda Tiga Tahun;0.34;0.42000000000000004;Positive
430;Warga Bukit Duri Gusuran Ahok Kembali Digugat;0.34;0.42000000000000004;Positive
431;Kementerian PUPR Bangun 134 Jembatan Gantung di Tahun Ini;0.34;0.42000000000000004;Positive
432;#PesonaAsianParaGames2018 Makin Meriahkan Kirab Obor;0.34;0.42000000000000004;Positive
433;Kementerian PUPR Dapat Tambahan Anggaran Rp8,71 Triliun;0.34;0.42000000000000004;Positive
434;Zumi Zola Akui Terima Uang untuk Umrah dan Pemenangan Adiknya;0.34;0.42000000000000004;Positive
435;Zumi Disebut Minta Kepala Dinasnya Total, Royal, dan Loyal;0.34;0.42000000000000004;Positive
436;PUPR Rampungkan 26 Proyek Strategis Nasional Akhir Tahun Ini;0.34;0.42000000000000004;Positive
437;Kekeringan, Bendungan Jatigede Tetap Suplai Air Irigasi;0.34;0.42000000000000004;Positive
438;Proyek Infrastruktur yang Dibiayai APBN Tak Akan Ditunda;0.34;0.42000000000000004;Positive
439;Anies Godok Alih Fungsi Wisma Atlet Kemayoran Jadi Rusun;0.34;0.42000000000000004;Positive
440;Mengenal RISHA, Teknologi Rumah Tahan Gempa;0.34;0.42000000000000004;Positive
441;Jokowi Ingin Rumah Korban Gempa Berdiri Sebelum Musim Hujan;0.34;0.42000000000000004;Positive
442;Pemerintah Alokasikan Rp210 M untuk Bonus Atlet Asian Games;0.34;0.42000000000000004;Positive
443;Jokowi Pilih Sambangi Lombok saat Penutupan Asian Games 2018;0.34;0.42000000000000004;Positive
444;Bantuan Tahap Pertama Korban Rumah Gempa Lombok Rp10 Juta;0.34;0.42000000000000004;Positive
445;Rehabilitasi NTB Akibat Gempa Lombok Bakal Dipercepat;0.34;0.42000000000000004;Positive
446;Pinjaman Bank Infrastruktur Asia Bakal Mengalir ke Swasta;0.34;0.42000000000000004;Positive
447;40 Tempat Parkir Disediakan untuk Penutupan Asian Games 2018;0.34;0.42000000000000004;Positive
448;Pemerintah Cuma Beri Rumah Tanpa Tanah Pemenang Asian Games;0.34;0.42000000000000004;Positive
449;Bank Infrastruktur Asia Beri RI Jatah Pinjaman Rp14,6 Triliun;0.34;0.42000000000000004;Positive
450;Lihat Rekam Jejak Aljazair, Namibia Tunjuk WIKA Bangun Rumah;0.34;0.42000000000000004;Positive
451;Azis Syamsuddin Bantah Suap Dana Perimbangan Mengalir ke DPR;0.34;0.42000000000000004;Positive
452;BNPB Klaim 12 Ribu Korban Gempa Lombok Terima Dana Stimulan;0.34;0.42000000000000004;Positive
453;Pemerintah Cari Mahasiswa Teknik untuk Bangun Rumah Warga NTB;0.34;0.42000000000000004;Positive
454;Kasus Suap, KPK Cecar Adik Hatta Rajasa soal Kerja Komisi XI;0.34;0.42000000000000004;Positive
455;Inpres Jokowi Kerahkan 19 Menteri Rehabilitasi Lombok;0.34;0.42000000000000004;Positive
456;Dahaga para Korban Gempa Lombok akan Air Bersih;0.34;0.42000000000000004;Positive
457;Masa Keemasan Emiten Konstruksi Memudar;0.34;0.42000000000000004;Positive
458;Sri Mulyani Cairkan Hampir Rp1 Triliun untuk Gempa Lombok;0.34;0.42000000000000004;Positive
459;PUPR Sebut Korban Gempa Lombok Dapat Penangguhan Cicilan KPR;0.34;0.42000000000000004;Positive
460;KPK Periksa Proses Penganggaran Dana Perimbangan 11 Daerah;0.34;0.42000000000000004;Positive
461;Tarif Akses Pelabuhan Darat Cikarang Berlaku Mulai 28 Agustus;0.34;0.42000000000000004;Positive
462;Sampai Agustus, Program Satu Juta Rumah Baru 58 Persen;0.34;0.42000000000000004;Positive
463;Romahurmuziy Dicecar Penyidik KPK soal Tupoksi Pengurus PPP;0.34;0.42000000000000004;Positive
464;KPK Buka Peluang Usut Dugaan Pencucian Uang Zumi Zola;0.34;0.42000000000000004;Positive
465;Zumi Zola Didakwa Suap 'Ketok Palu' DPRD Jambi Rp16,4 Miliar;0.34;0.42000000000000004;Positive
466;Romahurmuziy Diperiksa KPK Jadi Saksi Kasus Mafia Anggaran;0.34;0.42000000000000004;Positive
467;PPP Sebut Romahurmuziy Siap Diperiksa KPK Siang Ini;0.34;0.42000000000000004;Positive
468;Zumi Zola Jalani Sidang Perdana di Pengadilan Tipikor Jakarta;0.34;0.42000000000000004;Positive
469;Program Tol Laut Layak Dipertahankan, Meski Perlu Evaluasi;0.34;0.42000000000000004;Positive
470;KPK Kembali Panggil Romahurmuziy Sebagai Saksi Kasus Suap;0.34;0.42000000000000004;Positive
471;BNPB Pastikan Inpres Penanganan Gemba Lombok Terbit Pekan Ini;0.34;0.42000000000000004;Positive
472;Kemendagri Bantah Tudingan Fahri Hamzah soal Gempa Lombok;0.34;0.42000000000000004;Positive
473;Pemerintah Akan Bangun Dua KEK Pariwisata di Jawa Barat;0.34;0.42000000000000004;Positive
474;Pengusaha Ancam Impor Jika RUU Sumber Air Memberatkan;0.34;0.42000000000000004;Positive
475;Sidang Suap Zumi Zola Digelar Kamis, 23 Agustus;0.34;0.42000000000000004;Positive
476;KPK Minta Ketum PPP Romahurmuziy Hadir Pemeriksaan;0.34;0.42000000000000004;Positive
477;Jokowi Bakal Terbitkan Inpres Penanganan Gempa Lombok;0.34;0.42000000000000004;Positive
478;Romi Mangkir dari KPK, PPP Berdalih Kunjungan ke Jawa Tengah;0.34;0.42000000000000004;Positive
479;Penyelesaian Proyek Jembatan Bengawan Solo Dilelang;0.34;0.42000000000000004;Positive
480;KPK Panggil Ketum PPP Romahurmuziy Kasus Dana Perimbangan;0.34;0.42000000000000004;Positive
481;PUPR Berencana Lelang 10 Ribu Paket Pekerjaan pada 2019;0.34;0.42000000000000004;Positive
482;Kementerian PUPR Tuntaskan Tahap I PLBN Entikong;0.34;0.42000000000000004;Positive
483;Jokowi Kucurkan Rp97,6 Triliun untuk Jaga Pasokan Pangan 2019;0.34;0.42000000000000004;Positive
484;Anggaran Dipangkas, Kemendikbud Khawatir Kegiatan Terganggu;0.34;0.42000000000000004;Positive
485;KPK Tuntut Penyuap Politikus Demokrat 3 Tahun Penjara;0.34;0.42000000000000004;Positive
486;Jokowi Tambah Anggaran Infrastruktur 2,4 Persen;0.34;0.42000000000000004;Positive
487;Defisit APBN Juli 2018 Naik Jadi 1,02 Persen dari PDB;0.34;0.42000000000000004;Positive
488;Dalami Suap APBN-P 2018, KPK Periksa Dua Kepala Daerah;0.34;0.42000000000000004;Positive
489;PUPR Stop Proyek Kontrak Tahun Jamak Baru;0.34;0.42000000000000004;Positive
490;Pemerintah Kejar Efisiensi dengan Kebijakan Satu Peta;0.34;0.42000000000000004;Positive
491;Sri Mulyani Siap Kucurkan Rp4 Triliun untuk Gempa Lombok;0.34;0.42000000000000004;Positive
492;Aksi Menteri Kawal Jokowi ke KPU Diklaim Dukungan Pribadi;0.34;0.42000000000000004;Positive
493;Jokowi Beri Tugas Tambahan Infrastruktur untuk PUPR;0.34;0.42000000000000004;Positive
494;PUPR Mulai Lelang Proyek Tahun Depan di November 2018;0.34;0.42000000000000004;Positive
495;Pemerintah Kucurkan Rp10 Miliar Benahi Infrastruktur Lombok;0.34;0.42000000000000004;Positive
496;Mataram Bentuk Tim Investigasi Gedung Sekolah Pasca Gempa;0.34;0.42000000000000004;Positive
497;Revaluasi Rampung Tahun Ini, Nilai Aset Negara Bakal Melesat;0.34;0.42000000000000004;Positive
498;Berkas Lengkap, Zumi Zola Segera Diadili di Jakarta;0.34;0.42000000000000004;Positive
499;Makanan dan Selimut Jadi Kebutuhan Utama Pengungsi Gempa NTB;0.34;0.42000000000000004;Positive
500;Luhut Klaim Persiapan Forum IMF-World Bank Sudah 85 Persen;0.34;0.42000000000000004;Positive
501;Buktikan Tak Ada Bau, JK Ajak Anies Makan Pisang di Kali Item;0.34;0.42000000000000004;Positive
502;Jokowi Akui Bundaran HI Lebih Sedap Dipandang Tanpa JPO;0.34;0.42000000000000004;Positive
503;Anies Sebut Jokowi Penasaran Pelican Crossing;0.34;0.42000000000000004;Positive
504;Jajal Pelican Crossing, Jokowi Acungkan Jempol untuk Anies;0.34;0.42000000000000004;Positive
505;Penerbangan Kuala Lumpur-Silangit Hanya Rp100 Ribu;0.34;0.42000000000000004;Positive
506;Ditutup di Area 6.011, IHSG dan Rupiah Kompak Melemah;0.34;0.42000000000000004;Positive
507;Minim Bahan Impor, Menteri Basuki Yakin Proyek PUPR Aman;0.34;0.42000000000000004;Positive
508;Pemprov DKI Bongkar Tiang yang Halangi Jalur Sepeda;0.34;0.42000000000000004;Positive
509;Tahun Depan, Pemerintah Bangun Lima Pasar Induk;0.34;0.42000000000000004;Positive
510;KPK Sita Uang Rp1,4 Miliar di Rumah Politisi PPP terkait Suap;0.34;0.42000000000000004;Positive
511;Pemerintah Bangun Lima Bendungan Baru di NTB;0.34;0.42000000000000004;Positive
512;Pemprov DKI Sebut Kali Item Sudah Bau Sebelum Zaman Anies;0.34;0.42000000000000004;Positive
513;Ratusan Prajurit Kopassus Ikut Evakuasi Pendaki Rinjani;0.34;0.42000000000000004;Positive
514;PUPR Pastikan Tak Ada Infrastruktur Rusak Usai Gempa Lombok;0.34;0.42000000000000004;Positive
515;Resmikan Bendungan Tanju, Jokowi Harap Panen di NTB Berlipat;0.34;0.42000000000000004;Positive
516;Jokowi Akan Beri Bantuan Uang Tunai untuk Korban Gempa NTB;0.34;0.42000000000000004;Positive
517;Sandiaga Bicarakan IPAL untuk Atasi Kondisi Kali Item;0.34;0.42000000000000004;Positive
518;KPK Sita Dokumen Keuangan Terkait Suap Adik Ketua MPR;0.34;0.42000000000000004;Positive
519;TPST Seminyak Ternyata Belum Berizin;0.34;0.42000000000000004;Positive
520;Sandiaga Klaim Sudah Coba Semua Cara Pulihkan Kali Item;0.34;0.42000000000000004;Positive
521;KPK Geledah Rumah Pribadi Adik Zulhas Terkait Suap;0.34;0.42000000000000004;Positive
522;Status Tersangka, KPK Tahan Bupati Lampung Selatan;0.34;0.42000000000000004;Positive
523;KPK Duga Bupati Lamsel Atur Proyek di Lampung Selatan;0.34;0.42000000000000004;Positive
524;Kronologi OTT KPK Terhadap Bupati Lampung Selatan;0.34;0.42000000000000004;Positive
